ChIN,Annotation1,Annotation2,ID
38,Zm00001d017907,Zm00001d017910,25753
38,Zm00001d017908,Zm00001d017910,25754
38,Zm00001d017907,Zm00001d017911,25755
38,Zm00001d017908,Zm00001d017911,25756
5,Zm00001d017907,Zm00001d017910,25757
18,Zm00001d017907,Zm00001d017910,25758
18,Zm00001d017908,Zm00001d017910,25759
3,Zm00001d017907,Zm00001d017913,25760
3,Zm00001d017907,Zm00001d017910,25761
15,Zm00001d017912,Zm00001d017913,25762
15,Zm00001d017912,Zm00001d017914,25763
15,Zm00001d017912,Zm00001d017915,25764
3,Zm00001d017913,Zm00001d017919,25765
3,Zm00001d017913,Zm00001d047758,25766
5,Zm00001d017913,Zm00001d017917,25767
6,Zm00001d017914,Zm00001d017919,25768
6,Zm00001d017915,Zm00001d017919,25769
3,Zm00001d017914,Zm00001d017919,25770
3,Zm00001d017915,Zm00001d017919,25771
3,Zm00001d017914,Zm00001d017918,25772
3,Zm00001d017915,Zm00001d017918,25773
5,Zm00001d017914,Zm00001d017918,25774
5,Zm00001d017915,Zm00001d017918,25775
3,Zm00001d017914,Zm00001d017917,25776
3,Zm00001d017915,Zm00001d017917,25777
4,Zm00001d017914,Zm00001d017917,25778
4,Zm00001d017915,Zm00001d017917,25779
6,Zm00001d017914,Zm00001d017919,25780
6,Zm00001d017915,Zm00001d017919,25781
10,Zm00001d017917,Zm00001d017919,25782
3,Zm00001d017918,Zm00001d017919,25783
4,Zm00001d017918,Zm00001d017920,25784
3,Zm00001d017918,Zm00001d017919,25785
3,Zm00001d017918,Zm00001d012227,25786
3,Zm00001d017918,Zm00001d012228,25787
196,Zm00001d017919,Zm00001d017920,25788
196,Zm00001d017919,Zm00001d017921,25789
196,Zm00001d017919,Zm00001d017922,25790
196,Zm00001d017919,Zm00001d017923,25791
3,Zm00001d017919,Zm00001d017921,25792
3,Zm00001d017919,Zm00001d017922,25793
119,Zm00001d017919,Zm00001d017920,25794
119,Zm00001d017919,Zm00001d017921,25795
3,Zm00001d017920,Zm00001d046531,25796
3,Zm00001d017921,Zm00001d017925,25797
3,Zm00001d017922,Zm00001d017925,25798
4,Zm00001d017921,Zm00001d017925,25799
4,Zm00001d017922,Zm00001d017925,25800
4,Zm00001d017923,Zm00001d017925,25801
9,Zm00001d017922,Zm00001d017925,25802
9,Zm00001d017923,Zm00001d017925,25803
3,Zm00001d017925,Zm00001d017927,25804
3,Zm00001d017925,Zm00001d017928,25805
87,Zm00001d017926,Zm00001d017927,25806
87,Zm00001d017926,Zm00001d017928,25807
4,Zm00001d017927,Zm00001d017930,25808
4,Zm00001d017928,Zm00001d017930,25809
37,Zm00001d017930,Zm00001d017932,25810
4,Zm00001d017931,Zm00001d017932,25811
5,Zm00001d017931,Zm00001d017932,25812
101,Zm00001d017932,Zm00001d017933,25813
5,Zm00001d017933,Zm00001d017935,25814
12,Zm00001d017936,Zm00001d017939,25815
3,Zm00001d017936,Zm00001d017941,25816
3,Zm00001d017942,Zm00001d017945,25817
18,Zm00001d017943,Zm00001d017945,25818
3,Zm00001d017945,Zm00001d017946,25819
5,Zm00001d017951,Zm00001d017953,25820
108,Zm00001d001735,Zm00001d017954,25821
108,Zm00001d017952,Zm00001d017954,25822
108,Zm00001d017953,Zm00001d017954,25823
108,Zm00001d001735,Zm00001d017955,25824
108,Zm00001d017952,Zm00001d017955,25825
108,Zm00001d017953,Zm00001d017955,25826
3,Zm00001d001735,Zm00001d017955,25827
3,Zm00001d017952,Zm00001d017955,25828
3,Zm00001d001735,Zm00001d017957,25829
3,Zm00001d017953,Zm00001d017957,25830
3,Zm00001d017953,Zm00001d017955,25831
3,Zm00001d017953,Zm00001d017956,25832
3,Zm00001d017953,Zm00001d017958,25833
7,Zm00001d017955,Zm00001d017957,25834
4,Zm00001d017955,Zm00001d017957,25835
8,Zm00001d017956,Zm00001d017958,25836
7,Zm00001d017956,Zm00001d017960,25837
7,Zm00001d017957,Zm00001d017960,25838
3,Zm00001d017956,Zm00001d017959,25839
3,Zm00001d017956,Zm00001d017958,25840
4,Zm00001d017956,Zm00001d017958,25841
4,Zm00001d017957,Zm00001d017958,25842
5,Zm00001d017956,Zm00001d017958,25843
5,Zm00001d017957,Zm00001d017958,25844
4,Zm00001d017957,Zm00001d017958,25845
3,Zm00001d017957,Zm00001d017960,25846
6,Zm00001d017957,Zm00001d017959,25847
16,Zm00001d017957,Zm00001d017958,25848
6,Zm00001d017957,Zm00001d017959,25849
37,Zm00001d017957,Zm00001d017959,25850
29,Zm00001d017958,Zm00001d017959,25851
4,Zm00001d017958,Zm00001d017960,25852
5,Zm00001d017958,Zm00001d017960,25853
3,Zm00001d017958,Zm00001d017959,25854
3,Zm00001d017960,Zm00001d017961,25855
3,Zm00001d017960,Zm00001d017961,25856
5,Zm00001d017960,Zm00001d017961,25857
5,Zm00001d017964,Zm00001d017965,25858
3,Zm00001d017964,Zm00001d017966,25859
4,Zm00001d017964,Zm00001d017967,25860
9,Zm00001d017964,Zm00001d017966,25861
4,Zm00001d017964,Zm00001d017966,25862
132,Zm00001d017965,Zm00001d017967,25863
132,Zm00001d017966,Zm00001d017967,25864
132,Zm00001d017965,Zm00001d017968,25865
132,Zm00001d017966,Zm00001d017968,25866
5,Zm00001d017966,Zm00001d017967,25867
5,Zm00001d017966,Zm00001d017968,25868
3,Zm00001d017972,Zm00001d008540,25869
3,Zm00001d017977,Zm00001d017978,25870
3,Zm00001d017978,Zm00001d017984,25871
3,Zm00001d017978,Zm00001d018155,25872
3,Zm00001d017981,Zm00001d017982,25873
157,Zm00001d017982,Zm00001d017983,25874
7,Zm00001d017983,Zm00001d017984,25875
23,Zm00001d017983,Zm00001d017984,25876
4,Zm00001d017983,Zm00001d017984,25877
3,Zm00001d017983,Zm00001d017984,25878
4,Zm00001d017983,Zm00001d017985,25879
86,Zm00001d017984,Zm00001d017985,25880
3,Zm00001d017984,Zm00001d017985,25881
28,Zm00001d017985,Zm00001d017988,25882
28,Zm00001d017986,Zm00001d017988,25883
4,Zm00001d017985,Zm00001d017987,25884
4,Zm00001d017986,Zm00001d017988,25885
3,Zm00001d017986,Zm00001d017988,25886
3,Zm00001d017988,Zm00001d017990,25887
3,Zm00001d017988,Zm00001d017991,25888
5,Zm00001d017988,Zm00001d017994,25889
21,Zm00001d017988,Zm00001d017991,25890
21,Zm00001d017989,Zm00001d017991,25891
21,Zm00001d017988,Zm00001d017992,25892
21,Zm00001d017989,Zm00001d017992,25893
3,Zm00001d017988,Zm00001d017995,25894
3,Zm00001d017989,Zm00001d017995,25895
3,Zm00001d017989,Zm00001d017991,25896
3,Zm00001d017989,Zm00001d017992,25897
3,Zm00001d017990,Zm00001d017994,25898
3,Zm00001d017991,Zm00001d017994,25899
4,Zm00001d017991,Zm00001d017994,25900
4,Zm00001d017992,Zm00001d017994,25901
3,Zm00001d017991,ENSRNA049476271,25902
3,Zm00001d017992,ENSRNA049476271,25903
3,Zm00001d017991,ENSRNA049476298,25904
3,Zm00001d017992,ENSRNA049476298,25905
3,Zm00001d017991,Zm00001d017994,25906
3,Zm00001d017992,Zm00001d017994,25907
5,Zm00001d017992,Zm00001d017994,25908
8,Zm00001d017992,Zm00001d017994,25909
5,Zm00001d017994,Zm00001d017995,25910
3,Zm00001d017994,Zm00001d017996,25911
8,Zm00001d017994,Zm00001d017995,25912
5,Zm00001d017995,Zm00001d017997,25913
4,Zm00001d017998,Zm00001d018000,25914
3,Zm00001d018000,Zm00001d018004,25915
114,Zm00001d018004,Zm00001d018005,25916
3,Zm00001d018005,Zm00001d018009,25917
3,Zm00001d018013,Zm00001d018014,25918
3,Zm00001d018016,Zm00001d018019,25919
35,Zm00001d018017,Zm00001d018019,25920
16,Zm00001d018017,Zm00001d018019,25921
4,Zm00001d018017,Zm00001d018024,25922
5,Zm00001d018019,Zm00001d018024,25923
4,Zm00001d018019,Zm00001d018024,25924
51,Zm00001d018025,Zm00001d018026,25925
5,Zm00001d018025,Zm00001d018026,25926
3,Zm00001d018025,Zm00001d018026,25927
138,Zm00001d018026,Zm00001d018026,25928
138,Zm00001d018026,Zm00001d018027,25929
138,Zm00001d018026,Zm00001d018028,25930
12,Zm00001d018026,Zm00001d018027,25931
12,Zm00001d018026,Zm00001d018028,25932
3,Zm00001d018026,Zm00001d001736,25933
3,Zm00001d018026,Zm00001d018029,25934
3,Zm00001d018026,Zm00001d018030,25935
4,Zm00001d018027,Zm00001d001736,25936
4,Zm00001d018027,Zm00001d018029,25937
4,Zm00001d018027,Zm00001d018030,25938
3,Zm00001d018027,Zm00001d018029,25939
3,Zm00001d018027,Zm00001d018030,25940
3,Zm00001d018027,Zm00001d001736,25941
3,Zm00001d018027,Zm00001d018029,25942
3,Zm00001d018027,Zm00001d018030,25943
5,Zm00001d018027,Zm00001d001736,25944
5,Zm00001d018028,Zm00001d001736,25945
5,Zm00001d018027,Zm00001d018029,25946
5,Zm00001d018028,Zm00001d018029,25947
5,Zm00001d018027,Zm00001d018030,25948
5,Zm00001d018028,Zm00001d018030,25949
4,Zm00001d018028,Zm00001d001736,25950
4,Zm00001d018028,Zm00001d018029,25951
4,Zm00001d018028,Zm00001d018030,25952
3,Zm00001d018028,Zm00001d001736,25953
3,Zm00001d018028,Zm00001d018029,25954
3,Zm00001d018028,Zm00001d018030,25955
7,Zm00001d018028,Zm00001d001736,25956
7,Zm00001d018028,Zm00001d018029,25957
7,Zm00001d018028,Zm00001d018030,25958
8,Zm00001d018028,Zm00001d001736,25959
8,Zm00001d018028,Zm00001d018029,25960
8,Zm00001d018028,Zm00001d018030,25961
3,Zm00001d018028,Zm00001d001736,25962
3,Zm00001d018028,Zm00001d018029,25963
3,Zm00001d018028,Zm00001d018030,25964
3,Zm00001d018032,Zm00001d018035,25965
38,Zm00001d018032,Zm00001d018034,25966
38,Zm00001d018032,Zm00001d018035,25967
4,Zm00001d018032,Zm00001d018035,25968
4,Zm00001d018032,Zm00001d001737,25969
4,Zm00001d018032,Zm00001d018036,25970
3,Zm00001d018032,Zm00001d018033,25971
4,Zm00001d018032,Zm00001d018035,25972
11,Zm00001d018033,Zm00001d018034,25973
7,Zm00001d018033,Zm00001d018035,25974
3,Zm00001d018033,Zm00001d018034,25975
22,Zm00001d018033,Zm00001d018034,25976
3,Zm00001d018033,Zm00001d018035,25977
3,Zm00001d018033,Zm00001d018035,25978
5,Zm00001d018033,Zm00001d018034,25979
5,Zm00001d018033,Zm00001d018035,25980
10,Zm00001d018034,Zm00001d018036,25981
10,Zm00001d018035,Zm00001d018036,25982
4,Zm00001d018034,Zm00001d001737,25983
3,Zm00001d018035,Zm00001d001737,25984
3,Zm00001d018035,Zm00001d018040,25985
3,Zm00001d001737,Zm00001d018038,25986
3,Zm00001d018036,Zm00001d018038,25987
4,Zm00001d001737,Zm00001d018037,25988
4,Zm00001d018036,Zm00001d018037,25989
5,Zm00001d018037,Zm00001d018038,25990
4,Zm00001d018038,Zm00001d018040,25991
5,Zm00001d018040,Zm00001d018042,25992
8,Zm00001d018041,Zm00001d018043,25993
6,Zm00001d018041,Zm00001d018042,25994
3,Zm00001d018056,Zm00001d018057,25995
35,Zm00001d018058,Zm00001d018061,25996
5,Zm00001d018059,Zm00001d018061,25997
5,Zm00001d018059,Zm00001d018061,25998
8,Zm00001d018059,Zm00001d018061,25999
21,Zm00001d018059,Zm00001d018061,26000
3,Zm00001d018059,Zm00001d018072,26001
3,Zm00001d018059,Zm00001d018061,26002
3,Zm00001d018061,ENSRNA049477136,26003
3,Zm00001d018061,Zm00001d018065,26004
6,Zm00001d018061,Zm00001d018060,26005
4,Zm00001d018061,ENSRNA049477136,26006
4,Zm00001d018061,Zm00001d018065,26007
4,Zm00001d018061,Zm00001d018066,26008
3,Zm00001d018060,ENSRNA049477136,26009
3,Zm00001d018060,Zm00001d018064,26010
103,ENSRNA049477136,Zm00001d018070,26011
103,Zm00001d018064,Zm00001d018070,26012
103,Zm00001d018065,Zm00001d018070,26013
103,Zm00001d018066,Zm00001d018070,26014
3,ENSRNA049477136,Zm00001d018070,26015
3,Zm00001d018065,Zm00001d018070,26016
3,ENSRNA049477136,Zm00001d018073,26017
3,Zm00001d018065,Zm00001d018073,26018
4,ENSRNA049477136,Zm00001d018070,26019
4,Zm00001d018065,Zm00001d018070,26020
4,Zm00001d018066,Zm00001d018070,26021
81,ENSRNA049477136,Zm00001d018069,26022
81,Zm00001d018065,Zm00001d018069,26023
81,Zm00001d018066,Zm00001d018069,26024
6,ENSRNA049477136,Zm00001d018072,26025
6,Zm00001d018065,Zm00001d018072,26026
6,Zm00001d018066,Zm00001d018072,26027
4,Zm00001d018066,Zm00001d018072,26028
101,Zm00001d018069,Zm00001d018070,26029
3,Zm00001d018069,Zm00001d018072,26030
3,Zm00001d018069,Zm00001d018072,26031
4,Zm00001d018069,Zm00001d018074,26032
3,Zm00001d018069,Zm00001d018072,26033
3,Zm00001d018069,Zm00001d018072,26034
3,Zm00001d018069,Zm00001d018070,26035
11,Zm00001d018069,Zm00001d018070,26036
3,Zm00001d018069,Zm00001d018072,26037
15,Zm00001d018070,Zm00001d018072,26038
15,Zm00001d018070,Zm00001d018072,26039
4,Zm00001d018070,Zm00001d018073,26040
3,Zm00001d018070,Zm00001d018074,26041
11,Zm00001d018070,Zm00001d018072,26042
4,Zm00001d018070,Zm00001d018073,26043
4,Zm00001d018070,Zm00001d018072,26044
32,Zm00001d018070,Zm00001d018072,26045
32,Zm00001d018070,Zm00001d018073,26046
3,Zm00001d018072,Zm00001d018075,26047
4,Zm00001d018072,Zm00001d018077,26048
3,Zm00001d018072,Zm00001d018074,26049
3,Zm00001d018072,Zm00001d018076,26050
11,Zm00001d018073,Zm00001d018075,26051
4,Zm00001d018074,Zm00001d018076,26052
4,Zm00001d018075,Zm00001d018077,26053
3,Zm00001d018076,Zm00001d001738,26054
3,Zm00001d018076,Zm00001d018081,26055
3,Zm00001d018076,Zm00001d001738,26056
3,Zm00001d018077,Zm00001d018080,26057
8,Zm00001d018077,Zm00001d001739,26058
3,Zm00001d018080,Zm00001d018081,26059
3,Zm00001d018081,Zm00001d019664,26060
3,Zm00001d018081,Zm00001d038227,26061
4,Zm00001d018085,Zm00001d018086,26062
3,Zm00001d018086,Zm00001d018088,26063
4,Zm00001d018087,Zm00001d018088,26064
3,Zm00001d018088,Zm00001d018090,26065
3,Zm00001d018090,Zm00001d018093,26066
13,Zm00001d018090,Zm00001d018093,26067
3,Zm00001d018090,Zm00001d039109,26068
10,Zm00001d018096,Zm00001d018097,26069
4,Zm00001d018097,Zm00001d018098,26070
3,Zm00001d018097,Zm00001d018098,26071
80,Zm00001d018098,Zm00001d018099,26072
80,Zm00001d018098,Zm00001d018100,26073
80,Zm00001d018098,Zm00001d018101,26074
28,Zm00001d018098,Zm00001d018099,26075
28,Zm00001d018098,Zm00001d018100,26076
4,Zm00001d018098,Zm00001d018099,26077
4,Zm00001d018098,Zm00001d018100,26078
4,Zm00001d018098,Zm00001d018101,26079
4,Zm00001d018106,Zm00001d018107,26080
3,Zm00001d018106,Zm00001d018107,26081
8,Zm00001d018107,Zm00001d018111,26082
4,Zm00001d018107,Zm00001d018111,26083
3,Zm00001d018107,Zm00001d018111,26084
51,ENSRNA049446241,Zm00001d018111,26085
51,Zm00001d018108,Zm00001d018111,26086
8,ENSRNA049446241,Zm00001d018111,26087
8,Zm00001d018108,Zm00001d018111,26088
27,Zm00001d018111,Zm00001d018112,26089
12,Zm00001d018111,Zm00001d018112,26090
8,Zm00001d018112,Zm00001d018113,26091
3,Zm00001d018112,Zm00001d018113,26092
3,Zm00001d018121,Zm00001d018126,26093
9,Zm00001d018122,Zm00001d018123,26094
9,Zm00001d018122,Zm00001d018124,26095
5,Zm00001d018122,Zm00001d018123,26096
5,Zm00001d018122,Zm00001d018124,26097
4,Zm00001d018123,Zm00001d018126,26098
4,Zm00001d018124,Zm00001d018126,26099
4,Zm00001d018125,Zm00001d018126,26100
22,Zm00001d018126,Zm00001d001740,26101
22,Zm00001d018126,Zm00001d018127,26102
25,Zm00001d018128,Zm00001d018130,26103
19,Zm00001d018130,Zm00001d018131,26104
3,Zm00001d018130,Zm00001d018133,26105
3,Zm00001d018130,Zm00001d018131,26106
13,Zm00001d018131,Zm00001d018133,26107
23,Zm00001d018133,Zm00001d018134,26108
5,Zm00001d018142,Zm00001d018145,26109
3,Zm00001d018144,Zm00001d018145,26110
198,Zm00001d018145,Zm00001d018146,26111
198,Zm00001d018145,Zm00001d018147,26112
69,Zm00001d018146,Zm00001d018148,26113
69,Zm00001d018147,Zm00001d018148,26114
4,Zm00001d018146,Zm00001d018149,26115
4,Zm00001d018147,Zm00001d018149,26116
3,Zm00001d018146,Zm00001d018148,26117
3,Zm00001d018147,Zm00001d018148,26118
3,Zm00001d018146,Zm00001d018149,26119
3,Zm00001d018147,Zm00001d018149,26120
108,Zm00001d018146,Zm00001d018148,26121
108,Zm00001d018147,Zm00001d018148,26122
3,Zm00001d018146,Zm00001d018149,26123
8,Zm00001d018148,Zm00001d018149,26124
11,Zm00001d018148,Zm00001d018149,26125
3,Zm00001d018149,Zm00001d018157,26126
3,Zm00001d018150,Zm00001d018156,26127
3,Zm00001d018151,Zm00001d018157,26128
3,Zm00001d018155,Zm00001d018157,26129
7,Zm00001d018157,Zm00001d018158,26130
7,Zm00001d018157,Zm00001d018159,26131
3,Zm00001d018157,Zm00001d018159,26132
6,Zm00001d018157,Zm00001d035070,26133
5,Zm00001d018157,ENSRNA049446082,26134
5,Zm00001d018157,Zm00001d018160,26135
4,Zm00001d018157,Zm00001d035070,26136
4,Zm00001d018157,Zm00001d018158,26137
5,Zm00001d018158,ENSRNA049446082,26138
5,Zm00001d018158,Zm00001d018160,26139
114,Zm00001d018177,Zm00001d018178,26140
114,Zm00001d018177,Zm00001d018179,26141
53,Zm00001d018177,Zm00001d018178,26142
3,Zm00001d018178,Zm00001d018179,26143
10,Zm00001d018178,Zm00001d018180,26144
6,Zm00001d018178,Zm00001d018179,26145
5,Zm00001d018178,Zm00001d018180,26146
9,Zm00001d018178,Zm00001d018180,26147
11,Zm00001d018179,Zm00001d018180,26148
4,Zm00001d018179,Zm00001d018180,26149
3,Zm00001d018190,Zm00001d018192,26150
3,Zm00001d018190,Zm00001d018191,26151
8,Zm00001d018190,Zm00001d018191,26152
5,Zm00001d018191,Zm00001d018192,26153
4,Zm00001d018192,Zm00001d018197,26154
4,Zm00001d018193,Zm00001d018197,26155
3,Zm00001d018193,Zm00001d018197,26156
4,Zm00001d018193,Zm00001d038838,26157
3,Zm00001d018193,Zm00001d018197,26158
9,Zm00001d018193,Zm00001d018197,26159
9,Zm00001d018194,Zm00001d018197,26160
3,Zm00001d018197,Zm00001d018198,26161
3,Zm00001d018197,Zm00001d018198,26162
5,Zm00001d018197,Zm00001d018198,26163
6,Zm00001d018204,Zm00001d018207,26164
7,Zm00001d018206,Zm00001d018207,26165
3,Zm00001d018206,Zm00001d018207,26166
3,Zm00001d018206,Zm00001d018208,26167
4,Zm00001d018206,Zm00001d018207,26168
29,Zm00001d018207,Zm00001d018209,26169
3,Zm00001d018214,Zm00001d018217,26170
70,Zm00001d001742,Zm00001d018220,26171
70,Zm00001d018219,Zm00001d018220,26172
12,Zm00001d018227,Zm00001d018229,26173
3,Zm00001d018227,Zm00001d018229,26174
5,Zm00001d018230,Zm00001d018233,26175
4,Zm00001d018238,ENSRNA049446184,26176
4,Zm00001d018238,Zm00001d018239,26177
6,Zm00001d018241,Zm00001d018246,26178
6,Zm00001d018242,Zm00001d018246,26179
9,Zm00001d018243,Zm00001d018246,26180
4,Zm00001d018246,Zm00001d018247,26181
3,Zm00001d001743,Zm00001d018247,26182
3,Zm00001d018247,Zm00001d001745,26183
3,Zm00001d018247,Zm00001d018256,26184
3,Zm00001d018247,Zm00001d018255,26185
3,Zm00001d018247,Zm00001d018253,26186
5,Zm00001d018253,Zm00001d001744,26187
5,Zm00001d018254,Zm00001d001744,26188
5,Zm00001d018253,Zm00001d018255,26189
5,Zm00001d018254,Zm00001d018255,26190
7,Zm00001d018255,Zm00001d001745,26191
7,Zm00001d018255,Zm00001d018256,26192
10,Zm00001d001744,Zm00001d001745,26193
10,Zm00001d018255,Zm00001d001745,26194
10,Zm00001d001744,Zm00001d018256,26195
10,Zm00001d018255,Zm00001d018256,26196
3,Zm00001d001745,Zm00001d018257,26197
3,Zm00001d018256,Zm00001d018257,26198
46,Zm00001d018257,Zm00001d018258,26199
19,Zm00001d018257,Zm00001d018258,26200
263,Zm00001d018258,Zm00001d018259,26201
117,Zm00001d018258,Zm00001d018259,26202
3,Zm00001d018276,Zm00001d018278,26203
57,Zm00001d018277,Zm00001d018278,26204
57,Zm00001d018277,Zm00001d018279,26205
57,Zm00001d018277,Zm00001d018280,26206
6,Zm00001d018277,Zm00001d018278,26207
4,Zm00001d018277,Zm00001d018282,26208
4,Zm00001d018277,Zm00001d018283,26209
80,Zm00001d018278,Zm00001d018281,26210
80,Zm00001d018279,Zm00001d018281,26211
4,Zm00001d018278,Zm00001d018282,26212
4,Zm00001d018278,Zm00001d018283,26213
5,Zm00001d018278,Zm00001d018286,26214
11,Zm00001d018278,Zm00001d018280,26215
3,Zm00001d018279,Zm00001d018282,26216
3,Zm00001d018279,Zm00001d018283,26217
4,Zm00001d018279,Zm00001d018282,26218
4,Zm00001d018279,Zm00001d018283,26219
4,Zm00001d018279,Zm00001d018281,26220
3,Zm00001d018279,Zm00001d018281,26221
10,Zm00001d018279,Zm00001d018281,26222
10,Zm00001d018280,Zm00001d018281,26223
37,Zm00001d018281,Zm00001d018282,26224
37,Zm00001d018281,Zm00001d018283,26225
18,Zm00001d018286,Zm00001d001746,26226
18,Zm00001d018286,Zm00001d018287,26227
5,Zm00001d018286,Zm00001d001747,26228
5,Zm00001d018286,Zm00001d018289,26229
50,Zm00001d001746,Zm00001d001747,26230
50,Zm00001d018287,Zm00001d001747,26231
50,Zm00001d001746,Zm00001d018288,26232
50,Zm00001d018287,Zm00001d018288,26233
50,Zm00001d001746,Zm00001d018289,26234
50,Zm00001d018287,Zm00001d018289,26235
6,Zm00001d001746,Zm00001d001747,26236
6,Zm00001d018287,Zm00001d001747,26237
6,Zm00001d001746,Zm00001d018289,26238
6,Zm00001d018287,Zm00001d018289,26239
6,Zm00001d001747,Zm00001d018290,26240
6,Zm00001d018289,Zm00001d018290,26241
52,Zm00001d001747,Zm00001d018290,26242
52,Zm00001d018289,Zm00001d018290,26243
31,Zm00001d001747,Zm00001d018290,26244
31,Zm00001d018289,Zm00001d018290,26245
44,Zm00001d018290,Zm00001d018291,26246
44,Zm00001d018290,Zm00001d018292,26247
5,Zm00001d018290,Zm00001d018295,26248
5,Zm00001d018290,Zm00001d018292,26249
5,Zm00001d018290,Zm00001d018292,26250
3,Zm00001d018290,Zm00001d001748,26251
3,Zm00001d018290,Zm00001d018297,26252
5,Zm00001d018290,Zm00001d001748,26253
5,Zm00001d018290,Zm00001d018297,26254
7,Zm00001d018290,Zm00001d018292,26255
26,Zm00001d018291,Zm00001d018293,26256
4,Zm00001d018291,Zm00001d018295,26257
45,Zm00001d018292,Zm00001d018295,26258
45,Zm00001d018293,Zm00001d018295,26259
70,Zm00001d018295,ENSRNA049446119,26260
70,Zm00001d018295,Zm00001d001748,26261
70,Zm00001d018295,Zm00001d018296,26262
70,Zm00001d018295,Zm00001d018297,26263
5,Zm00001d018295,ENSRNA049446119,26264
5,Zm00001d018295,Zm00001d018296,26265
3,Zm00001d018295,Zm00001d001748,26266
3,Zm00001d018295,Zm00001d018297,26267
3,Zm00001d018295,Zm00001d018298,26268
64,Zm00001d001748,Zm00001d018303,26269
64,Zm00001d018297,Zm00001d018303,26270
64,Zm00001d018298,Zm00001d018303,26271
12,Zm00001d018303,Zm00001d018305,26272
3,Zm00001d018303,Zm00001d018309,26273
3,Zm00001d018303,Zm00001d018316,26274
3,Zm00001d018305,Zm00001d018309,26275
3,Zm00001d018305,Zm00001d018318,26276
28,Zm00001d018307,Zm00001d018309,26277
3,Zm00001d018309,Zm00001d018316,26278
3,Zm00001d018312,Zm00001d018316,26279
5,Zm00001d018316,Zm00001d018317,26280
45,Zm00001d018317,Zm00001d018318,26281
4,Zm00001d018321,Zm00001d001750,26282
4,Zm00001d018321,Zm00001d018330,26283
9,Zm00001d018321,Zm00001d001749,26284
9,Zm00001d018321,Zm00001d018323,26285
4,Zm00001d018321,Zm00001d018325,26286
6,Zm00001d018321,Zm00001d018322,26287
3,Zm00001d001749,Zm00001d018325,26288
3,Zm00001d018323,Zm00001d018325,26289
3,Zm00001d001749,Zm00001d018328,26290
3,Zm00001d018323,Zm00001d018328,26291
178,Zm00001d018325,Zm00001d018328,26292
178,Zm00001d018326,Zm00001d018328,26293
152,Zm00001d018325,Zm00001d018328,26294
152,Zm00001d018326,Zm00001d018328,26295
3,Zm00001d018325,Zm00001d018331,26296
4,Zm00001d018325,Zm00001d001750,26297
4,Zm00001d018325,Zm00001d018329,26298
4,Zm00001d018325,Zm00001d001750,26299
4,Zm00001d018325,Zm00001d018330,26300
76,Zm00001d018326,Zm00001d018328,26301
3,Zm00001d018328,Zm00001d018330,26302
10,Zm00001d018328,Zm00001d001750,26303
10,Zm00001d018328,Zm00001d018329,26304
3,Zm00001d018328,Zm00001d001751,26305
3,Zm00001d018328,Zm00001d018332,26306
28,Zm00001d018328,Zm00001d001750,26307
28,Zm00001d018328,Zm00001d018330,26308
3,Zm00001d018328,Zm00001d001750,26309
3,Zm00001d018328,Zm00001d018330,26310
5,Zm00001d018329,Zm00001d018331,26311
66,Zm00001d001750,Zm00001d018331,26312
66,Zm00001d018329,Zm00001d018331,26313
66,Zm00001d018330,Zm00001d018331,26314
7,Zm00001d001750,Zm00001d001751,26315
7,Zm00001d018329,Zm00001d001751,26316
7,Zm00001d001750,Zm00001d018332,26317
7,Zm00001d018329,Zm00001d018332,26318
5,Zm00001d018330,Zm00001d001751,26319
5,Zm00001d018330,Zm00001d018332,26320
4,Zm00001d018330,Zm00001d018331,26321
3,Zm00001d018330,Zm00001d018331,26322
131,Zm00001d001751,Zm00001d018333,26323
131,Zm00001d018331,Zm00001d018333,26324
131,Zm00001d018332,Zm00001d018333,26325
3,Zm00001d018331,Zm00001d018359,26326
3,Zm00001d001751,Zm00001d018333,26327
3,Zm00001d018332,Zm00001d018333,26328
11,Zm00001d001751,Zm00001d018333,26329
11,Zm00001d018332,Zm00001d018333,26330
3,Zm00001d001751,Zm00001d018334,26331
3,Zm00001d018332,Zm00001d018334,26332
87,Zm00001d018333,Zm00001d018334,26333
40,Zm00001d018333,Zm00001d018334,26334
3,Zm00001d018333,Zm00001d018334,26335
6,Zm00001d018334,Zm00001d018336,26336
8,Zm00001d018334,Zm00001d018336,26337
3,Zm00001d018335,Zm00001d018350,26338
37,Zm00001d018336,Zm00001d018337,26339
3,Zm00001d018336,Zm00001d018339,26340
3,Zm00001d018341,Zm00001d018342,26341
4,Zm00001d018341,Zm00001d018343,26342
31,Zm00001d018341,Zm00001d018342,26343
3,Zm00001d018341,Zm00001d018343,26344
17,Zm00001d018344,Zm00001d018345,26345
17,Zm00001d018344,Zm00001d018346,26346
14,Zm00001d018344,Zm00001d018348,26347
3,Zm00001d018345,Zm00001d018348,26348
3,Zm00001d018346,Zm00001d018348,26349
268,Zm00001d001753,Zm00001d018358,26350
268,Zm00001d018355,Zm00001d018358,26351
268,Zm00001d018356,Zm00001d018358,26352
268,Zm00001d001753,Zm00001d018359,26353
268,Zm00001d018355,Zm00001d018359,26354
268,Zm00001d018356,Zm00001d018359,26355
268,Zm00001d001753,Zm00001d018360,26356
268,Zm00001d018355,Zm00001d018360,26357
268,Zm00001d018356,Zm00001d018360,26358
