Annotation1,exp
TraesCS2A02G300400,0.33
TraesCS7A02G388900,0.29
TraesCS5D02G249200,0.35
TraesCS2A02G307100,4.37
TraesCS5D02G241800,0.0
TraesCS3D02G334700,3.81
TraesCS3D02G335700,1.24
TraesCS5D02G129400,0.11
TraesCS3A02G359000,2.53
TraesCS7D02G341900,6.06
TraesCS5A02G283100,0.0
TraesCS4B02G041400,10.17
TraesCS3A02G100100,0.97
TraesCS2D02G153600,0.0
TraesCS1B02G247600,0.0
TraesCS3D02G034500,0.05
TraesCS5B02G181100,1.74
TraesCS2A02G352000,0.18
TraesCS1D02G232200,1.0
TraesCS5D02G046600,0.0
TraesCS3A02G287200,1.4
TraesCS5B02G394200,31.28
TraesCS7D02G292900,6.31
TraesCS5D02G313400,0.0
TraesCS5A02G242200,2.37
TraesCS3B02G599300,0.0
TraesCS1B02G449300,15.02
TraesCS1D02G019200,0.57
TraesCS7D02G000200,1.07
TraesCS2A02G486600,0.0
TraesCS2B02G527600,7.5
TraesCS5B02G137600,0.0
TraesCS1D02G310800,0.0
TraesCS1A02G088000,3.58
TraesCS2D02G215600,0.0
TraesCS4D02G039900,0.43
TraesCS5D02G073100,1.38
TraesCS4A02G075000,1.06
TraesCS2A02G028100,0.0
TraesCS2B02G035700,0.0
TraesCS1D02G025500,0.0
TraesCS7B02G105100,0.02
TraesCS2D02G450600,0.0
TraesCS1A02G296800,0.67
TraesCS4B02G247900,6.13
TraesCS1A02G163100,0.03
TraesCS3A02G017400,0.09
TraesCS2B02G492900,0.0
TraesCS5A02G501400,0.07
TraesCS7D02G545900,0.0
TraesCS2B02G493400,0.01
TraesCS1A02G201600,10.32
TraesCS4D02G070800,0.99
TraesCS1D02G246200,15.52
TraesCS4D02G091000,2.53
TraesCS5B02G268100,5.78
TraesCS5D02G535100,0.0
TraesCS4D02G202800,0.06
TraesCS4D02G194300,0.4
TraesCS5B02G133400,13.93
TraesCS6B02G073900,0.27
TraesCS2B02G094000,0.51
TraesCS5A02G478900,77.49
TraesCS7A02G464500,1.16
TraesCS6B02G236200,4.63
TraesCS3A02G398204,0.67
TraesCS4D02G352200,0.51
TraesCS1B02G214300,0.0
TraesCS5D02G228300,0.87
TraesCS4B02G256100,0.29
TraesCS6B02G181500,2.41
TraesCS6B02G026700,0.0
TraesCS2A02G106600,0.21
TraesCS2D02G084000,1.28
TraesCS5B02G107000,0.12
TraesCS4A02G062800,2.84
TraesCS6D02G243200,0.4
TraesCS5D02G029600,0.0
TraesCS7B02G311800,0.0
TraesCS6B02G263500,0.0
TraesCS1B02G466600,0.0
TraesCS7B02G411900,7.52
TraesCS5D02G178800,0.06
TraesCS6B02G039900,0.21
TraesCS3D02G384500,1.06
TraesCS3A02G116600,0.0
TraesCS7D02G442700,35.53
TraesCS3B02G281300,0.1
TraesCS2D02G088100,0.0
TraesCS5D02G474400,0.0
TraesCS2A02G560900,0.28
TraesCS5B02G308500,0.0
TraesCS1B02G370000,0.0
TraesCS3B02G063000,19.26
TraesCS7B02G248400,0.06
TraesCS3B02G431200,0.09
TraesCS7D02G447900,0.0
TraesCS5B02G305700,11.69
TraesCS2B02G122500,3.17
TraesCS1D02G193700,0.0
TraesCS3B02G533000,0.0
TraesCS4A02G363700,17.33
TraesCS3B02G288000,0.07
TraesCS4A02G326900,0.01
TraesCS3B02G368100,0.0
TraesCS1B02G271000,6.55
TraesCS4B02G014000,0.0
TraesCS3B02G556500,0.04
TraesCS5D02G441100,0.0
TraesCS3B02G611300,0.0
TraesCS4B02G304300,4.84
TraesCS1A02G363900,0.24
TraesCS1A02G295700,1.35
TraesCS5A02G411800,0.0
TraesCS7A02G551900,5.88
TraesCS7D02G028400,2.12
TraesCS7B02G335000,0.42
TraesCS5A02G446500,0.0
TraesCS7B02G407600,0.0
TraesCS1D02G052700,0.63
TraesCS2D02G351000,1.04
TraesCS6D02G329000,0.04
TraesCS5D02G210700,0.58
TraesCS7B02G499800,0.0
TraesCS7A02G546500,2.59
TraesCS2D02G162400,0.17
TraesCS5B02G283700,0.0
TraesCS5D02G284000,0.31
TraesCS6A02G084300,2.55
TraesCS4D02G261000,0.03
TraesCS2D02G565900,0.0
TraesCS4A02G316100,0.0
TraesCS2B02G312200,0.86
TraesCS2D02G189000,1.31
TraesCS7B02G004700,0.0
TraesCS6B02G002800,13.86
TraesCS6A02G296500,0.0
TraesCS6A02G042300,0.0
TraesCS7B02G208300,1.43
TraesCS7A02G134500,0.04
TraesCS6A02G037600,0.0
TraesCS2D02G170900,0.01
TraesCS4B02G193700,0.69
TraesCS6D02G350500,0.0
TraesCS6A02G207800,6.94
TraesCS5B02G274100,8.54
TraesCS4A02G161900,6.1
TraesCS2D02G038200,0.0
TraesCS2A02G063600,8.95
TraesCS7B02G326555,0.0
TraesCS3A02G023900,0.0
TraesCS5A02G288000,0.0
TraesCS2A02G422800,0.0
TraesCS5B02G153600,5.09
TraesCS3D02G532600,0.0
TraesCS4A02G331800,0.0
TraesCS5A02G127900,0.0
TraesCS6A02G291100,1.71
TraesCS3A02G460400,0.0
TraesCS4D02G306200,1.18
TraesCS4D02G142200,0.13
TraesCS4A02G008100,2.81
TraesCS1D02G150800,0.0
TraesCS1A02G401700,0.0
TraesCS7B02G124500,0.79
TraesCS1A02G376100,10.96
TraesCS1B02G026700,0.0
TraesCS6B02G296300,4.29
TraesCS5B02G350200,0.01
TraesCS1A02G078300,0.19
TraesCS6A02G058800,0.0
TraesCS4A02G434300,0.0
TraesCS4B02G067700,2.85
TraesCS5B02G058800,0.91
TraesCS5D02G135500,0.0
TraesCS2B02G176300,0.0
TraesCS4B02G228100,0.02
TraesCS5D02G297100,0.0
TraesCS6A02G374400,261.07
TraesCS5D02G367400,0.0
TraesCS5B02G084500,20.44
TraesCS6B02G237300,2.13
TraesCS3D02G425800,0.06
TraesCS6B02G077400,0.0
TraesCS5D02G351300,0.0
TraesCS7A02G101900,0.0
TraesCS3B02G443400,0.0
TraesCS5A02G259500,0.0
TraesCS6D02G325200,0.0
TraesCS1A02G318500,0.0
TraesCS6D02G306400,0.01
TraesCS5A02G297700,0.0
TraesCS6B02G065800,0.0
TraesCS2B02G486400,0.12
TraesCS7A02G449700,0.0
TraesCS1A02G199900,0.82
TraesCS3D02G473400,0.0
TraesCS3D02G295200,0.01
TraesCS7B02G296800,4.76
TraesCS7B02G109000,0.0
TraesCS3A02G311600,10.36
TraesCS2A02G383800,0.0
TraesCS7D02G234400,0.0
TraesCS1B02G097700,8.33
TraesCS2A02G413200,0.0
TraesCS4A02G284500,0.8
TraesCS2D02G039000,0.0
TraesCS3A02G436100,30.16
TraesCS6B02G255800,18.67
TraesCS1D02G401100,0.0
TraesCS4D02G264600,0.02
TraesCS2D02G409400,10.5
TraesCS6B02G295100,0.01
TraesCS1D02G348200,0.0
TraesCS6B02G336700,4.03
TraesCS3D02G367000,0.27
TraesCS3B02G054800,0.0
TraesCS5D02G467300,3.34
TraesCS1D02G039000,2.53
TraesCS2A02G137800,0.0
TraesCS3A02G376500,0.0
TraesCS6B02G139600,0.76
TraesCS5D02G412500,3.1
TraesCS6D02G115600,0.0
TraesCS6D02G029100,0.0
TraesCS4A02G332400,0.0
TraesCS7A02G511400,0.0
TraesCS7A02G279500,8.78
TraesCS1B02G333000,0.02
TraesCS6A02G314500,5.03
TraesCS7A02G018600,1.46
TraesCS7B02G276500,7.35
TraesCS3B02G079500,0.0
TraesCS3A02G113100,0.47
TraesCS5D02G383000,1.26
TraesCS2B02G522300,0.0
TraesCS4B02G163500,9.45
TraesCS3D02G505800,2.07
TraesCS2D02G428700,3.22
TraesCS6A02G166400,0.1
TraesCS6B02G085700,2.23
TraesCS6A02G342800,4.43
TraesCS2D02G417700,0.0
TraesCS1D02G088800,0.43
TraesCS7B02G458600,0.0
TraesCS5A02G292700,8.32
TraesCS5D02G334700,0.19
TraesCS7B02G489600,0.01
TraesCS2A02G049800,1.05
TraesCS4D02G287800,0.0
TraesCS2A02G199000,3.69
TraesCS6B02G415400,0.0
TraesCS2B02G329400,0.25
TraesCS2D02G027600,10.84
TraesCS5D02G523700,0.07
TraesCS4A02G298100,14.98
TraesCS4B02G327000,0.23
TraesCS5D02G184700,0.05
TraesCS1A02G196000,0.0
TraesCS1B02G179900,3.27
TraesCS1A02G064900,0.02
TraesCS4B02G309100,0.0
TraesCS2A02G403600,4.86
TraesCS7D02G162100,0.08
TraesCS7A02G550000,1.1
TraesCS5B02G550800,0.0
TraesCS6D02G406600,0.0
TraesCS4A02G432900,0.0
TraesCS5D02G425500,1.12
TraesCS4A02G216700,0.0
TraesCS3B02G400300,0.0
TraesCS6A02G265300,0.0
TraesCS5B02G324800,67.08
TraesCS7A02G449100,0.09
TraesCS5B02G232700,7.11
TraesCS6A02G365300,5.01
TraesCS7B02G118100,4.57
TraesCS7A02G351600,5.69
TraesCS4D02G349400,0.0
TraesCS7A02G544600,0.03
TraesCS3D02G302900,7.53
TraesCS2D02G297500,0.45
TraesCS5B02G353400,0.0
TraesCS4B02G260900,0.31
TraesCS2B02G300400,0.06
TraesCS3A02G380600,0.29
TraesCS2D02G046100,0.0
TraesCS7D02G054500,8.53
TraesCS2B02G180200,3.24
TraesCS1A02G312500,18.4
TraesCS2B02G070100,0.0
TraesCS1A02G178200,2.21
TraesCS1D02G291200,0.0
TraesCS6B02G286800,3.9
TraesCS7D02G442500,4.32
TraesCS2A02G044900,0.36
TraesCS1D02G139800,3.27
TraesCS6D02G272000,37.7
TraesCS5D02G005400,0.0
TraesCS4D02G309300,17.07
TraesCS4B02G385700,0.0
TraesCS4A02G438200,0.0
TraesCS6D02G275700,5.83
TraesCS6B02G421000,3.86
TraesCS7D02G318300,7.48
TraesCS5B02G513400,1.47
TraesCS6D02G383600,1.87
TraesCS7A02G017800,0.46
TraesCS4B02G002200,0.0
TraesCS7B02G095600,22.73
TraesCS3D02G073800,0.0
TraesCS2A02G256700,7.24
TraesCS3B02G096700,0.0
TraesCS2B02G398000,0.23
TraesCS5D02G153600,4.94
TraesCS4B02G269200,6.05
TraesCS4D02G031600,5.85
TraesCS1B02G363000,0.31
TraesCS5A02G218200,0.14
TraesCS5D02G410800,1.72
TraesCS5A02G332200,0.0
TraesCS3A02G398800,0.0
TraesCS3B02G144500,3.81
TraesCS1D02G067000,0.57
TraesCS1D02G140200,0.04
TraesCS2B02G041900,3.35
TraesCS4D02G317400,0.0
TraesCS2B02G328000,1.44
TraesCS5D02G323600,0.03
TraesCS7D02G240400,2.85
TraesCS7A02G048000,0.0
TraesCS4A02G429100,2.0
TraesCS4B02G348500,0.32
TraesCS1B02G112700,7.59
TraesCS7A02G314000,19.01
TraesCS1D02G052900,0.0
TraesCS2D02G004900,0.25
TraesCS4D02G025300,13.86
TraesCS6A02G352300,3.73
TraesCS2A02G510500,0.0
TraesCS6B02G358300,0.0
TraesCS2B02G002100,9.76
TraesCS5B02G437200,22.34
TraesCS1B02G231600,0.02
TraesCS3A02G087500,6.2
TraesCS5B02G498500,0.03
TraesCS4D02G316000,0.0
TraesCS2D02G251700,0.05
TraesCS2B02G251200,0.0
TraesCS4D02G306500,0.21
TraesCS1B02G202000,4.16
TraesCS3D02G333500,0.04
TraesCS6D02G260800,14.27
TraesCS3B02G093300,0.07
TraesCS1D02G352100,0.3
TraesCS1A02G173500,1.9
TraesCS7A02G213300,0.03
TraesCS7D02G233400,1.45
TraesCS1B02G040900,0.0
TraesCS3A02G400000,5.63
TraesCS6D02G091600,0.11
TraesCS2B02G346700,4.08
TraesCS2A02G448400,65.3
TraesCS6A02G331400,0.17
TraesCS7D02G020300,0.02
TraesCS2A02G198200,0.0
TraesCS2D02G384200,0.0
TraesCS3D02G141700,0.0
TraesCS6B02G375600,0.67
TraesCS6A02G198800,3.5
TraesCS3A02G436400,0.24
TraesCS4B02G326200,0.09
TraesCS3D02G080500,0.0
TraesCS4B02G318200,13.97
TraesCS7B02G324400,0.0
TraesCS7A02G426900,0.02
TraesCS4A02G243700,0.0
TraesCS3B02G603800,0.75
TraesCS2A02G444700,0.0
TraesCS3D02G154100,0.05
TraesCS5B02G523700,0.7
TraesCS6B02G265300,2.25
TraesCS7B02G040200,0.03
TraesCS4A02G449000,0.0
TraesCS2B02G451100,0.06
TraesCS5A02G452400,18.2
TraesCS4B02G036700,0.0
TraesCS7B02G032400,10.56
TraesCS7A02G252200,10.18
TraesCS6B02G317600,0.24
TraesCS3D02G018700,4.11
TraesCS6B02G104000,0.01
TraesCS7D02G201800,0.0
TraesCS3D02G259800,20.78
TraesCS5D02G547600,0.13
TraesCS3D02G304700,0.24
TraesCS1B02G224200,3.72
TraesCS7A02G138200,6.77
TraesCS3B02G312300,0.0
TraesCS1B02G411400,1.95
TraesCS3D02G060800,0.9
TraesCS4B02G106400,0.0
TraesCS5A02G517300,0.0
TraesCS5B02G212600,1.49
TraesCS2B02G281900,0.03
TraesCS4A02G220300,0.13
TraesCS5B02G093700,0.0
TraesCS5D02G055200,0.33
TraesCS5B02G136500,20.07
TraesCS7B02G395000,0.54
TraesCS1A02G102500,2.83
TraesCS1B02G293500,0.1
TraesCS6A02G379000,0.21
TraesCS6D02G132700,0.18
TraesCS6B02G115000,4.96
TraesCS3B02G341800,0.72
TraesCS4A02G354700,0.0
TraesCS2A02G377400,0.03
TraesCS5B02G312300,0.0
TraesCS3D02G167300,0.0
TraesCS7D02G417100,3.19
TraesCS6D02G191800,0.11
TraesCS7B02G335200,33.79
TraesCS2D02G024700,0.02
TraesCS3A02G241500,7.76
TraesCS1D02G430800,2.45
TraesCS5A02G479300,45.92
TraesCS7D02G347400,0.0
TraesCS4A02G266000,0.04
TraesCS2B02G093000,0.0
TraesCS5B02G150100,0.0
TraesCS5A02G406200,0.0
TraesCS6B02G336900,0.59
TraesCS3B02G345000,3.36
TraesCS5A02G141600,0.66
TraesCS3B02G208200,4.94
TraesCS4B02G096700,0.01
TraesCS4B02G034300,4.77
TraesCS7B02G183900,4.42
TraesCS7B02G403400,0.0
TraesCS3B02G322100,0.73
TraesCS3B02G133400,23.45
TraesCS5B02G112700,5.98
TraesCS3A02G446100,0.0
TraesCS3B02G030100,0.0
TraesCS2D02G401500,0.24
TraesCS7A02G445700,0.01
TraesCS1A02G338500,1.97
TraesCS7A02G144100,0.0
TraesCS2A02G557400,0.0
TraesCS5D02G406200,0.0
TraesCS7D02G195400,0.0
TraesCS3B02G046800,5.16
TraesCS7B02G161100,18.6
TraesCS3A02G310400,0.1
TraesCS1A02G331200,3.15
TraesCS4D02G205100,0.03
TraesCS5B02G449500,0.2
TraesCS6B02G117300,58.13
TraesCS2A02G401500,1.57
TraesCS1D02G093300,0.59
TraesCS6A02G299300,6.2
TraesCS4B02G297300,0.55
TraesCS2D02G153500,0.0
TraesCS7D02G229200,0.0
TraesCS2A02G543800,0.78
TraesCS2B02G540000,0.0
TraesCS1D02G435700,1.21
TraesCS7B02G040800,4.02
TraesCS6A02G078000,0.03
TraesCS1B02G253000,0.0
TraesCS3D02G517000,0.0
TraesCS4A02G278700,1.68
TraesCS6A02G404700,5.66
TraesCS1D02G271100,4.96
TraesCS7D02G195900,0.0
TraesCS2D02G213800,0.0
TraesCS2D02G037100,0.0
TraesCS7D02G057000,1.2
TraesCS3A02G157100,0.0
TraesCS4A02G374500,0.0
TraesCS6A02G224400,0.53
TraesCS2D02G056800,0.13
TraesCS1B02G303900,0.4
TraesCS6D02G127000,0.04
TraesCS6D02G279500,0.0
TraesCS6B02G378600,0.0
TraesCS6A02G122100,0.06
TraesCS2A02G064300,3.13
TraesCS3D02G069000,0.0
TraesCS5A02G243200,1.73
TraesCS5B02G016900,1.0
TraesCS2D02G271300,10.24
TraesCS3D02G355200,3.64
TraesCS3B02G511600,0.0
TraesCS6D02G332100,0.29
TraesCS4A02G302700,0.0
TraesCS5B02G061700,4.98
TraesCS5A02G424300,6.65
TraesCS4D02G174600,0.51
TraesCS2B02G030200,7.01
TraesCS7D02G500300,0.03
TraesCS5B02G322700,0.01
TraesCS3D02G100100,0.03
TraesCS2A02G022200,0.4
TraesCS4D02G362000,0.0
TraesCS6D02G349100,3.24
TraesCS3B02G543700,0.0
TraesCS1B02G305600,0.01
TraesCS2B02G585900,0.0
TraesCS7B02G010700,0.02
TraesCS2A02G183100,7.39
TraesCS5A02G004900,0.03
TraesCS1B02G106200,0.27
TraesCS3B02G214500,4.37
TraesCS2A02G453300,0.06
TraesCS4A02G038800,2.85
TraesCS6B02G293200,0.0
TraesCS5D02G406100,0.03
TraesCS3A02G508500,0.69
TraesCS2B02G219700,9.14
TraesCS6B02G035800,0.45
TraesCS1A02G042200,0.0
TraesCS6A02G385900,3.42
TraesCS3D02G162500,7.48
TraesCS2B02G563900,0.01
TraesCS7A02G232900,0.18
TraesCS1B02G218500,0.0
TraesCS6D02G144500,0.62
TraesCS2D02G534800,0.0
TraesCS5A02G187100,0.06
TraesCS3A02G436300,0.0
TraesCS4B02G269300,75.82
TraesCS7A02G054200,0.0
TraesCS1B02G478400,36.51
TraesCS7B02G040300,9.86
TraesCS6B02G337000,0.0
TraesCS3D02G314600,0.12
TraesCS6D02G065600,8.34
TraesCS5D02G443300,1.43
TraesCS5A02G364300,3.67
TraesCS7A02G152800,12.18
TraesCS1B02G388400,31.07
TraesCS6A02G299200,5.82
TraesCS3D02G357200,3.08
TraesCS4A02G243500,7.71
TraesCS6D02G013700,0.03
TraesCS7D02G147000,44.57
TraesCS4B02G304100,0.0
TraesCS3D02G330700,1.18
TraesCS6A02G387800,0.0
TraesCS7B02G466000,0.0
TraesCS6A02G206400,2.75
TraesCS4D02G239200,2.14
TraesCS5A02G387000,0.0
TraesCS3D02G517200,0.0
TraesCS7D02G511900,0.0
TraesCS5D02G233100,0.0
TraesCS3D02G316700,0.33
TraesCS5B02G105700,14.08
TraesCS4A02G480600,0.0
TraesCS7D02G468600,73.69
TraesCS4A02G359900,0.0
TraesCS2B02G393400,5.68
TraesCS6B02G430000,14.55
TraesCS2A02G571500,0.01
TraesCS7A02G021110,0.1
TraesCS7D02G417800,0.97
TraesCS2B02G455300,0.13
TraesCS2D02G535100,0.0
TraesCS2D02G559100,1.18
TraesCS1B02G091900,2.16
TraesCS3D02G029900,0.0
TraesCS6D02G068200,0.19
TraesCS5B02G006700,0.0
TraesCS2B02G500900,0.0
TraesCS2B02G487100,0.0
TraesCS1B02G383800,0.01
TraesCS3B02G251300,0.01
TraesCS3A02G351300,0.53
TraesCS1D02G159000,2.12
TraesCS2D02G342200,0.0
TraesCS2B02G625400,0.16
TraesCS4B02G326500,0.0
TraesCS1B02G082200,0.0
TraesCS1B02G361300,1.26
TraesCS7B02G307600,0.24
TraesCS3D02G146200,1.27
TraesCS1A02G279100,27.65
TraesCS5B02G130900,5.22
TraesCS2B02G559800,3.01
TraesCS3A02G204800,2.74
TraesCS2B02G162400,0.0
TraesCS5B02G307800,0.02
TraesCS4D02G068300,6.44
TraesCS5D02G376600,1.21
TraesCS2A02G108800,0.0
TraesCS6B02G464400,7.63
TraesCS7A02G397800,0.0
TraesCS2A02G108900,33.55
TraesCS7D02G228400,0.0
TraesCS1B02G102100,9.21
TraesCS3B02G092600,0.0
TraesCS3B02G052700,0.0
TraesCS3B02G233600,0.0
TraesCS1B02G350500,0.15
TraesCS6B02G281600,13.04
TraesCS2A02G449500,0.99
TraesCS4A02G484900,0.03
TraesCS6B02G280800,0.0
TraesCS2D02G105100,0.03
TraesCS3A02G534700,0.69
TraesCS4A02G358100,9.68
TraesCS7B02G087600,0.36
TraesCS5D02G331200,0.33
TraesCS7D02G031000,0.59
TraesCS6D02G086100,0.0
TraesCS3B02G112700,0.0
TraesCS7B02G028000,0.0
TraesCS2A02G585500,1.73
TraesCS5A02G373200,0.77
TraesCS1B02G341200,0.0
TraesCS5B02G477400,0.0
TraesCS2D02G121400,1.1
TraesCS7B02G445900,9.44
TraesCS5B02G452000,0.76
TraesCS3D02G502800,0.02
TraesCS4B02G043200,6.4
TraesCS1B02G039620,0.26
TraesCS2D02G407500,1.46
TraesCS4A02G126900,4.41
TraesCS7B02G036900,1.0
TraesCS4A02G131700,24.43
TraesCS1A02G291900,0.0
TraesCS5A02G310900,0.0
TraesCS6B02G208200,0.03
TraesCS1D02G279400,0.6
TraesCS7B02G222200,0.01
TraesCS5B02G235600,6.52
TraesCS4B02G210100,0.1
TraesCS4D02G126600,5.11
TraesCS3B02G222800,7.95
TraesCS2A02G459300,2.15
TraesCS6D02G354800,0.0
TraesCS2A02G047000,0.0
TraesCS4B02G182700,5.26
TraesCS3D02G258000,8.89
TraesCS5B02G507600,0.0
TraesCS7D02G418900,0.0
TraesCS6A02G299100,0.86
TraesCS5B02G059300,0.28
TraesCS7B02G473500,0.33
TraesCS1A02G439300,0.85
TraesCS7D02G163600,20.9
TraesCS2B02G071300,0.0
TraesCS6B02G328000,1.73
TraesCS4B02G223100,33.39
TraesCS1B02G438400,0.0
TraesCS1B02G313200,16.1
TraesCS5D02G399200,2.48
TraesCS7D02G178100,0.0
TraesCS5A02G261077,0.0
TraesCS2A02G450300,0.0
TraesCS2B02G297700,13.3
TraesCS3D02G403200,3.67
TraesCS7B02G212400,4.21
TraesCS7B02G064600,5.01
TraesCS4B02G200700,0.0
TraesCS5B02G568900,0.0
TraesCS1B02G256900,0.0
TraesCS5B02G183200,0.0
TraesCS6D02G216000,4.29
TraesCS3B02G373000,41.98
TraesCS3A02G522500,0.2
TraesCS4D02G016000,0.03
TraesCS3D02G312100,0.76
TraesCS1B02G028700,0.0
TraesCS3A02G347300,0.11
TraesCS5A02G112400,10.13
TraesCS4D02G310800,0.0
TraesCS2A02G422600,6.39
TraesCS4D02G055200,2.63
TraesCS6D02G331600,5.01
TraesCS7A02G064000,0.0
TraesCS3B02G516400,0.0
TraesCS4D02G069600,0.84
TraesCS2A02G218500,3.54
TraesCS3B02G336200,0.08
TraesCS2D02G087700,3.12
TraesCS2A02G336300,9.61
TraesCS3A02G493900,0.52
TraesCS1B02G097200,7.4
TraesCS2B02G030900,0.0
TraesCS2B02G086300,0.0
TraesCS5B02G191400,0.75
TraesCS5B02G452200,0.04
TraesCS5B02G398500,3.33
TraesCS5B02G125900,8.12
TraesCS4B02G015500,1.69
TraesCS1D02G247100,0.08
TraesCS5B02G237700,50.82
TraesCS4B02G340200,0.0
TraesCS2D02G217400,1.32
TraesCS4B02G077600,8.07
TraesCS7B02G493500,0.0
TraesCS3A02G401700,0.32
TraesCS4A02G426700,0.06
TraesCS4D02G135800,0.0
TraesCS3A02G312800,0.27
TraesCS4B02G251200,4.74
TraesCS4B02G244900,0.0
TraesCS7D02G384800,0.19
TraesCS2A02G136400,0.0
TraesCS4B02G370100,0.0
TraesCS1D02G413200,0.06
TraesCS7A02G426300,0.0
TraesCS3A02G481000,0.07
TraesCS3A02G022700,31.85
TraesCS4B02G178400,7.69
TraesCS6B02G407600,0.18
TraesCS3D02G035100,0.33
TraesCS3D02G402400,0.0
TraesCS4A02G002400,7.99
TraesCS3B02G146200,0.0
TraesCS2B02G336500,0.05
TraesCS3A02G092400,1.08
TraesCS7B02G158900,0.65
TraesCS3A02G402300,0.36
TraesCS4B02G210900,2.19
TraesCS6B02G417200,0.01
TraesCS5A02G127700,0.08
TraesCS2D02G192400,0.0
TraesCS3B02G577800,28.56
TraesCS2A02G579400,0.0
TraesCS3A02G376400,6.01
TraesCS5D02G382100,0.0
TraesCS2D02G519400,1.02
TraesCS3D02G351600,17.79
TraesCS3B02G474200,3.34
TraesCS1D02G013300,0.49
TraesCS6A02G240900,1.79
TraesCS4A02G382200,0.0
TraesCS3D02G049400,0.0
TraesCS5B02G273500,0.0
TraesCS3A02G182900,1.81
TraesCS5D02G141000,1.07
TraesCS1D02G004200,38.54
TraesCS3B02G571100,0.0
TraesCS7B02G061100,1.13
TraesCS6B02G224700,0.49
TraesCS3B02G062200,0.0
TraesCS6D02G102900,0.07
TraesCS7A02G278700,25.06
TraesCS7A02G115000,0.0
TraesCS5A02G086300,6.19
TraesCS5A02G486500,0.0
TraesCS2D02G352600,0.0
TraesCS4A02G340000,0.0
TraesCS5B02G261500,6.27
TraesCS3D02G297800,6.84
TraesCS2A02G552900,0.25
TraesCS6B02G015000,251.94
TraesCS6D02G189700,2.02
TraesCS2A02G555600,5.79
TraesCS4A02G482700,0.03
TraesCS7D02G245100,0.35
TraesCS3B02G437900,0.09
TraesCS2A02G383500,1.08
TraesCS5D02G463700,0.0
TraesCS2A02G529744,0.0
TraesCS2B02G427600,1.04
TraesCS3B02G042400,14.79
TraesCS3B02G035300,0.0
TraesCS5A02G543800,0.0
TraesCS7B02G005400,0.78
TraesCS3D02G043600,2.79
TraesCS2A02G191165,0.0
TraesCS6B02G066000,0.0
TraesCS4D02G231700,0.0
TraesCS1A02G109900,0.0
TraesCS1A02G073400,1.91
TraesCS2D02G227900,5.75
TraesCS7A02G259300,0.0
TraesCS5A02G156400,2.2
TraesCS3B02G283800,12.88
TraesCS6B02G058300,11.86
TraesCS7A02G469600,0.0
TraesCS4A02G230000,8.46
TraesCS7D02G321900,3.12
TraesCS3B02G327000,1.96
TraesCS2B02G303900,0.0
TraesCS3D02G272500,0.32
TraesCS1D02G158600,0.73
TraesCS1D02G278200,0.94
TraesCS6D02G093100,0.56
TraesCS3A02G092800,1.71
TraesCS5A02G003400,2.29
TraesCS3A02G410100,0.0
TraesCS1A02G390800,0.0
TraesCS1D02G094200,0.0
TraesCS2A02G563200,0.0
TraesCS3B02G390300,0.0
TraesCS3B02G549800,0.01
TraesCS3B02G110600,0.02
TraesCS1D02G266400,0.0
TraesCS3A02G507800,0.0
TraesCS3A02G055900,0.0
TraesCS2D02G025100,0.25
TraesCS1D02G044000,1.83
TraesCS4D02G173800,28.91
TraesCS4B02G310200,0.0
TraesCS5D02G104700,5.81
TraesCS4A02G112800,36.12
TraesCS3B02G204900,6.77
TraesCS4D02G076500,0.08
TraesCS2B02G069300,0.03
TraesCS7D02G066100,0.04
TraesCS3D02G318500,1.15
TraesCS6A02G407900,1.14
TraesCS4D02G049100,0.8
TraesCS4A02G253500,3.73
TraesCS3A02G087800,3.5
TraesCS4B02G249300,0.46
TraesCS5A02G020900,9.02
TraesCS2A02G084200,6.55
TraesCS2B02G000200,0.0
TraesCS4D02G347400,0.06
TraesCS5D02G340900,0.52
TraesCS1A02G141600,0.0
TraesCS3D02G238600,0.08
TraesCS5A02G447900,7.5
TraesCS7D02G342800,6.49
TraesCS2B02G551400,0.0
TraesCS3D02G369500,2.39
TraesCS2D02G429300,0.0
TraesCS1D02G039900,0.09
TraesCS7A02G333300,0.0
TraesCS5D02G468200,0.0
TraesCS4A02G495400,6.42
TraesCS5A02G321100,2.91
TraesCS6D02G052300,0.03
TraesCS6A02G082700,0.09
TraesCS5B02G056700,1.92
TraesCS5A02G043300,5.4
TraesCS1D02G236200,1.52
TraesCS2D02G054100,0.0
TraesCS4B02G343500,0.0
TraesCS2B02G111900,0.03
TraesCS3A02G536700,0.0
TraesCS6B02G296600,35.31
TraesCS4B02G098200,4.55
TraesCS3D02G029400,1.04
TraesCS6A02G061100,2.07
TraesCS5B02G118200,0.03
TraesCS7B02G166600,5.95
TraesCS1B02G280100,4.05
TraesCS3D02G279800,0.97
TraesCS5B02G218500,0.27
TraesCS1A02G422500,0.0
TraesCS5B02G255400,0.0
TraesCS2D02G555500,0.0
TraesCS3D02G024700,2.06
TraesCS7D02G478500,0.42
TraesCS7D02G504000,0.33
TraesCS1A02G331800,0.49
TraesCS6D02G132000,1.01
TraesCS4D02G266900,1.02
TraesCS5A02G394600,0.0
TraesCS5B02G564800,0.0
TraesCS4A02G358500,0.08
TraesCS2B02G538500,0.17
TraesCS2B02G280800,0.0
TraesCS7D02G204100,0.0
TraesCS7A02G208000,8.0
