ID,Annotation1,Annotation2
13118,Zm00001d051669,Zm00001d051689
13119,Zm00001d051669,Zm00001d051687
13120,Zm00001d051670,Zm00001d051671
13121,Zm00001d051670,Zm00001d051677
13122,Zm00001d051671,Zm00001d051694
13123,Zm00001d051673,Zm00001d051741
13124,Zm00001d051674,Zm00001d051839
13125,Zm00001d051674,Zm00001d051675
13126,Zm00001d051674,Zm00001d051677
13127,Zm00001d051676,Zm00001d051677
13128,Zm00001d051676,Zm00001d051682
13129,Zm00001d051678,Zm00001d051740
13130,Zm00001d051678,Zm00001d051977
13131,Zm00001d051678,Zm00001d051682
13132,Zm00001d051686,Zm00001d051697
13133,Zm00001d051687,Zm00001d051688
13134,Zm00001d051687,Zm00001d051800
13135,Zm00001d051688,Zm00001d051691
13136,Zm00001d051691,Zm00001d051695
13137,Zm00001d051691,Zm00001d051694
13138,Zm00001d051694,Zm00001d051695
13139,Zm00001d051697,Zm00001d051700
13140,Zm00001d051697,Zm00001d051738
13141,Zm00001d051697,Zm00001d051759
13142,Zm00001d051700,Zm00001d051738
13143,Zm00001d051723,Zm00001d051724
13144,Zm00001d051740,Zm00001d051804
13145,Zm00001d051740,Zm00001d051861
13146,Zm00001d051741,Zm00001d051849
13147,Zm00001d051741,Zm00001d051864
13148,Zm00001d051741,Zm00001d051890
13149,Zm00001d051741,Zm00001d051928
13150,Zm00001d051741,Zm00001d051977
13151,Zm00001d051742,Zm00001d051812
13152,Zm00001d051742,Zm00001d051854
13153,Zm00001d051742,Zm00001d051753
13154,Zm00001d051742,Zm00001d051754
13155,Zm00001d051746,Zm00001d026937
13156,Zm00001d051751,Zm00001d051753
13157,Zm00001d051751,Zm00001d051754
13158,Zm00001d051753,Zm00001d051754
13159,Zm00001d051754,Zm00001d051899
13160,Zm00001d051754,Zm00001d051945
13161,Zm00001d051754,Zm00001d052058
13162,Zm00001d051754,Zm00001d052111
13163,Zm00001d051759,Zm00001d051800
13164,Zm00001d051759,Zm00001d051849
13165,Zm00001d051759,Zm00001d051871
13166,Zm00001d051759,Zm00001d052028
13167,Zm00001d051759,Zm00001d052078
13168,Zm00001d051759,Zm00001d052163
13169,Zm00001d051759,Zm00001d051803
13170,Zm00001d051759,Zm00001d051809
13171,Zm00001d051759,Zm00001d051890
13172,Zm00001d051761,Zm00001d051796
13173,Zm00001d051761,Zm00001d051812
13174,Zm00001d051761,Zm00001d051917
13175,Zm00001d051761,Zm00001d052009
13176,Zm00001d051761,Zm00001d052101
13177,Zm00001d051773,Zm00001d051784
13178,Zm00001d051778,Zm00001d051779
13179,Zm00001d051791,Zm00001d051794
13180,Zm00001d051791,Zm00001d051800
13181,Zm00001d051796,Zm00001d051812
13182,Zm00001d051796,Zm00001d051946
13183,Zm00001d051796,Zm00001d052028
13184,Zm00001d051798,Zm00001d051803
13185,Zm00001d051800,Zm00001d051890
13186,Zm00001d051803,Zm00001d051812
13187,Zm00001d051804,Zm00001d051871
13188,Zm00001d051804,Zm00001d051917
13189,Zm00001d051804,Zm00001d051806
13190,Zm00001d051807,Zm00001d051849
13191,Zm00001d051809,Zm00001d051812
13192,Zm00001d051809,Zm00001d051837
13193,Zm00001d051809,Zm00001d051839
13194,Zm00001d051812,Zm00001d051837
13195,Zm00001d051812,Zm00001d051917
13196,Zm00001d051812,Zm00001d051938
13197,Zm00001d051812,Zm00001d052028
13198,Zm00001d051812,Zm00001d051890
13199,Zm00001d051813,Zm00001d051831
13200,Zm00001d051813,Zm00001d051864
13201,Zm00001d051814,Zm00001d051815
13202,Zm00001d051816,Zm00001d051823
13203,Zm00001d051824,Zm00001d051831
13204,Zm00001d051824,Zm00001d051837
13205,Zm00001d051831,Zm00001d051849
13206,Zm00001d051831,Zm00001d051837
13207,Zm00001d051837,Zm00001d051849
13208,Zm00001d051837,Zm00001d051838
13209,Zm00001d051837,Zm00001d051871
13210,Zm00001d051839,Zm00001d051846
13211,Zm00001d051839,Zm00001d051841
13212,Zm00001d051841,Zm00001d051849
13213,Zm00001d051841,Zm00001d051854
13214,Zm00001d051841,Zm00001d051867
13215,Zm00001d051843,Zm00001d051846
13216,Zm00001d051846,Zm00001d051861
13217,Zm00001d051846,Zm00001d051864
13218,Zm00001d051847,Zm00001d051950
13219,Zm00001d051847,Zm00001d052060
13220,Zm00001d051847,Zm00001d051849
13221,Zm00001d051847,Zm00001d051853
13222,Zm00001d051849,Zm00001d051853
13223,Zm00001d051849,Zm00001d051861
13224,Zm00001d051849,Zm00001d051864
13225,Zm00001d051849,Zm00001d051856
13226,Zm00001d051849,Zm00001d051871
13227,Zm00001d051849,Zm00001d051890
13228,Zm00001d051853,Zm00001d051864
13229,Zm00001d051854,Zm00001d051861
13230,Zm00001d051854,Zm00001d051871
13231,Zm00001d051854,Zm00001d051856
13232,Zm00001d051854,Zm00001d051890
13233,Zm00001d051854,Zm00001d051917
13234,Zm00001d051861,Zm00001d051890
13235,Zm00001d051861,Zm00001d051871
13237,Zm00001d051864,Zm00001d051890
13238,Zm00001d051864,Zm00001d051877
13239,Zm00001d051865,Zm00001d051866
13240,Zm00001d051865,Zm00001d051871
13241,Zm00001d051867,Zm00001d051877
13243,Zm00001d051867,Zm00001d051871
13244,Zm00001d051871,Zm00001d052001
13245,Zm00001d051871,Zm00001d052060
13246,Zm00001d051871,Zm00001d051890
13247,Zm00001d051871,Zm00001d051916
13248,Zm00001d051872,Zm00001d051873
13250,Zm00001d051874,Zm00001d052111
13251,Zm00001d051875,Zm00001d051890
13252,Zm00001d051877,Zm00001d051899
13253,Zm00001d051879,Zm00001d051881
13254,Zm00001d051883,Zm00001d051890
13255,Zm00001d051883,Zm00001d051884
13256,Zm00001d051883,Zm00001d051885
13257,Zm00001d051884,Zm00001d051885
13261,Zm00001d051886,Zm00001d051887
13262,Zm00001d051890,Zm00001d051911
13263,Zm00001d051890,Zm00001d051928
13264,Zm00001d051890,Zm00001d052008
13265,Zm00001d051890,Zm00001d052038
13266,Zm00001d051890,Zm00001d052053
13267,Zm00001d051890,Zm00001d052078
13268,Zm00001d051890,Zm00001d051917
13269,Zm00001d051890,Zm00001d051977
13270,Zm00001d051891,Zm00001d051944
13271,Zm00001d051892,Zm00001d051893
13272,Zm00001d051892,Zm00001d051898
13273,Zm00001d051893,Zm00001d051898
13274,Zm00001d051898,Zm00001d051916
13275,Zm00001d051899,Zm00001d051900
13276,Zm00001d051905,Zm00001d051906
13277,Zm00001d051908,Zm00001d051913
13278,Zm00001d051908,Zm00001d051910
13279,Zm00001d051911,Zm00001d051945
13280,Zm00001d051912,Zm00001d051913
13281,Zm00001d051912,Zm00001d051916
13282,Zm00001d051912,Zm00001d051924
13283,Zm00001d051912,Zm00001d051977
13284,Zm00001d051914,Zm00001d051916
13285,Zm00001d051917,Zm00001d051924
13286,Zm00001d051917,Zm00001d051938
13287,Zm00001d051917,Zm00001d051944
13288,Zm00001d051917,Zm00001d052060
13289,Zm00001d051917,Zm00001d052079
13290,Zm00001d051924,Zm00001d052050
13291,Zm00001d051924,Zm00001d051927
13292,Zm00001d051925,Zm00001d051980
13293,Zm00001d051925,Zm00001d052079
13294,Zm00001d051927,Zm00001d051977
13295,Zm00001d051930,Zm00001d051934
13296,Zm00001d051930,Zm00001d051945
13297,Zm00001d051938,Zm00001d051944
13298,Zm00001d051938,Zm00001d051950
13299,Zm00001d051938,Zm00001d051951
13300,Zm00001d051938,Zm00001d052018
13301,Zm00001d051945,Zm00001d051977
13302,Zm00001d051945,Zm00001d052028
13303,Zm00001d051945,Zm00001d052079
13304,Zm00001d051946,Zm00001d051947
13305,Zm00001d051946,Zm00001d051950
13306,Zm00001d051948,Zm00001d051950
13307,Zm00001d051951,Zm00001d051956
13308,Zm00001d051951,Zm00001d051977
13309,Zm00001d051953,Zm00001d051956
13310,Zm00001d051965,Zm00001d051976
13311,Zm00001d051966,Zm00001d051967
13312,Zm00001d051967,Zm00001d052008
13313,Zm00001d051977,Zm00001d052008
13314,Zm00001d051977,Zm00001d052018
13315,Zm00001d051977,Zm00001d052058
13316,Zm00001d051977,Zm00001d052111
13317,Zm00001d051977,Zm00001d052200
13318,Zm00001d051977,Zm00001d051980
13319,Zm00001d051977,Zm00001d051979
13320,Zm00001d051979,Zm00001d051980
13321,Zm00001d051987,Zm00001d051988
13322,Zm00001d051995,Zm00001d052008
13323,Zm00001d052001,Zm00001d052037
13324,Zm00001d052003,Zm00001d052008
13325,Zm00001d052003,Zm00001d052018
13326,Zm00001d052003,Zm00001d052247
13327,Zm00001d052009,Zm00001d052037
13328,Zm00001d052009,Zm00001d052042
13329,Zm00001d052009,Zm00001d052050
13330,Zm00001d052009,Zm00001d052078
13331,Zm00001d052009,Zm00001d052111
13332,Zm00001d052009,Zm00001d052138
13333,Zm00001d052009,Zm00001d052323
13334,Zm00001d052009,Zm00001d052028
13335,Zm00001d052009,Zm00001d052010
13336,Zm00001d052009,Zm00001d052016
13337,Zm00001d052009,Zm00001d052061
13338,Zm00001d052011,Zm00001d052022
13339,Zm00001d052011,Zm00001d052016
13340,Zm00001d052016,Zm00001d052053
13341,Zm00001d052018,Zm00001d052019
13344,Zm00001d052022,Zm00001d052027
13345,Zm00001d052028,Zm00001d052060
13346,Zm00001d052028,Zm00001d052061
13347,Zm00001d052028,Zm00001d052163
13348,Zm00001d052028,Zm00001d052050
13349,Zm00001d052028,Zm00001d052111
13350,Zm00001d052028,Zm00001d052172
13351,Zm00001d052028,Zm00001d052264
13352,Zm00001d052028,Zm00001d052037
13354,Zm00001d052042,Zm00001d052054
13355,Zm00001d052042,Zm00001d052060
13356,Zm00001d052042,Zm00001d052172
13357,Zm00001d052043,Zm00001d052044
13358,Zm00001d052043,Zm00001d052053
13359,Zm00001d052044,Zm00001d052047
13360,Zm00001d052044,Zm00001d052050
13361,Zm00001d052047,Zm00001d052053
13362,Zm00001d052047,Zm00001d052049
13363,Zm00001d052050,Zm00001d052054
13364,Zm00001d052050,Zm00001d052062
13365,Zm00001d052050,Zm00001d052051
13366,Zm00001d052050,Zm00001d052056
13367,Zm00001d052050,Zm00001d052101
13368,Zm00001d052050,Zm00001d052111
13369,Zm00001d026947,Zm00001d052058
13370,Zm00001d052053,Zm00001d052054
13371,Zm00001d052053,Zm00001d052056
13372,Zm00001d052053,Zm00001d052060
13373,Zm00001d052053,Zm00001d052061
13374,Zm00001d052053,Zm00001d052133
13375,Zm00001d052054,Zm00001d052060
13376,Zm00001d052054,Zm00001d052056
13377,Zm00001d052054,Zm00001d052061
13378,Zm00001d052054,Zm00001d052264
13379,Zm00001d052058,Zm00001d052111
13380,Zm00001d052058,Zm00001d052138
13381,Zm00001d052058,Zm00001d052264
13382,Zm00001d052058,Zm00001d052060
13383,Zm00001d052058,Zm00001d052061
13384,Zm00001d052060,Zm00001d052138
13385,Zm00001d052060,Zm00001d052240
13386,Zm00001d052060,Zm00001d052061
13387,Zm00001d052060,Zm00001d052063
13388,Zm00001d052060,Zm00001d052067
13389,Zm00001d052060,Zm00001d052078
13390,Zm00001d052061,Zm00001d052110
13391,Zm00001d052061,Zm00001d052366
13392,Zm00001d052061,Zm00001d052118
13393,Zm00001d052062,Zm00001d052111
13394,Zm00001d052062,Zm00001d052163
13395,Zm00001d052062,Zm00001d052063
13396,Zm00001d052062,Zm00001d052069
13397,Zm00001d052062,Zm00001d052078
13398,Zm00001d052064,Zm00001d052069
13399,Zm00001d052064,Zm00001d052067
13400,Zm00001d052067,Zm00001d052163
13401,Zm00001d052072,Zm00001d052076
13402,Zm00001d052074,Zm00001d052076
13403,Zm00001d052076,Zm00001d052101
13404,Zm00001d052078,Zm00001d052123
13405,Zm00001d052078,Zm00001d052167
13406,Zm00001d052078,Zm00001d052175
13407,Zm00001d052078,Zm00001d052197
13408,Zm00001d052079,Zm00001d052111
13409,Zm00001d052079,Zm00001d052254
13410,Zm00001d052079,Zm00001d052110
13411,Zm00001d052079,Zm00001d052081
13412,Zm00001d052085,Zm00001d052087
13413,Zm00001d052087,Zm00001d052090
13414,Zm00001d052089,Zm00001d052091
13415,Zm00001d052089,Zm00001d052090
13416,Zm00001d052089,Zm00001d052136
13417,Zm00001d052090,Zm00001d052091
13418,Zm00001d052091,Zm00001d052093
13420,Zm00001d052101,Zm00001d052111
13421,Zm00001d052101,Zm00001d052171
13422,Zm00001d052101,Zm00001d052104
13423,Zm00001d052101,Zm00001d052106
13424,Zm00001d052101,Zm00001d052107
13425,Zm00001d052104,Zm00001d052106
13426,Zm00001d052104,Zm00001d052107
13427,Zm00001d052106,Zm00001d052107
13428,Zm00001d052107,Zm00001d052108
13429,Zm00001d052110,Zm00001d052112
13430,Zm00001d052110,Zm00001d052111
13431,Zm00001d052111,Zm00001d052133
13432,Zm00001d052111,Zm00001d052138
13433,Zm00001d052111,Zm00001d052163
13434,Zm00001d052111,Zm00001d052118
13435,Zm00001d052111,Zm00001d052131
13436,Zm00001d052111,Zm00001d052175
13437,Zm00001d052111,Zm00001d026951
13438,Zm00001d052111,Zm00001d052185
13439,Zm00001d052111,Zm00001d052254
13440,Zm00001d052113,Zm00001d052118
13441,Zm00001d052122,Zm00001d052163
13442,Zm00001d052126,Zm00001d052131
13443,Zm00001d052126,Zm00001d052133
13444,Zm00001d052126,Zm00001d052175
13445,Zm00001d052131,Zm00001d052133
13447,Zm00001d052131,Zm00001d052146
13448,Zm00001d052131,Zm00001d052172
13449,Zm00001d052133,Zm00001d052136
13450,Zm00001d052133,Zm00001d052185
13451,Zm00001d052136,Zm00001d052253
13452,Zm00001d052138,Zm00001d052143
13453,Zm00001d052138,Zm00001d052146
13454,Zm00001d052138,Zm00001d052163
13455,Zm00001d052138,Zm00001d052175
13456,Zm00001d052138,Zm00001d052184
13457,Zm00001d052138,Zm00001d052199
13458,Zm00001d052143,Zm00001d052180
13459,Zm00001d052143,Zm00001d052163
13460,Zm00001d052143,Zm00001d052146
13461,Zm00001d052145,Zm00001d052240
13462,Zm00001d052147,Zm00001d052149
13463,Zm00001d052149,Zm00001d052171
13464,Zm00001d052149,Zm00001d052185
13465,Zm00001d052149,Zm00001d052154
13466,Zm00001d052149,Zm00001d052163
13467,Zm00001d052154,Zm00001d052163
13468,Zm00001d052157,Zm00001d052172
13469,Zm00001d052157,Zm00001d052185
13470,Zm00001d052158,Zm00001d052163
13471,Zm00001d052163,Zm00001d052200
13472,Zm00001d052163,Zm00001d052206
13473,Zm00001d052163,Zm00001d052225
13474,Zm00001d052163,Zm00001d052232
13475,Zm00001d052163,Zm00001d052240
13476,Zm00001d052163,Zm00001d052253
13477,Zm00001d052163,Zm00001d052364
13478,Zm00001d052163,Zm00001d052185
13479,Zm00001d052167,Zm00001d052172
13481,Zm00001d052168,Zm00001d026951
13482,Zm00001d052171,Zm00001d052223
13483,Zm00001d052172,Zm00001d052253
13484,Zm00001d052172,Zm00001d026951
13485,Zm00001d052175,Zm00001d052200
13486,Zm00001d052175,Zm00001d052213
13487,Zm00001d052175,Zm00001d052264
13488,Zm00001d052178,Zm00001d052212
13489,Zm00001d052178,Zm00001d052240
13490,Zm00001d052178,Zm00001d052269
13491,Zm00001d052178,Zm00001d052179
13492,Zm00001d052178,Zm00001d052180
13493,Zm00001d052178,Zm00001d026951
13494,Zm00001d052178,Zm00001d052184
13495,Zm00001d052179,Zm00001d052180
13496,Zm00001d052179,Zm00001d026951
13497,Zm00001d052180,Zm00001d052184
13498,Zm00001d052180,Zm00001d026951
13499,Zm00001d026951,Zm00001d052184
13500,Zm00001d052184,Zm00001d052245
13502,Zm00001d052185,Zm00001d052200
13503,Zm00001d052185,Zm00001d052227
13504,Zm00001d052185,Zm00001d052253
13505,Zm00001d052185,Zm00001d052219
13506,Zm00001d052188,Zm00001d052189
13507,Zm00001d052188,Zm00001d052197
13508,Zm00001d052192,Zm00001d052197
13509,Zm00001d052197,Zm00001d052212
13510,Zm00001d052197,Zm00001d052245
13511,Zm00001d052197,Zm00001d052199
13512,Zm00001d052200,Zm00001d052208
13513,Zm00001d052200,Zm00001d052219
13514,Zm00001d052200,Zm00001d052223
13515,Zm00001d052200,Zm00001d052227
13516,Zm00001d052200,Zm00001d052252
13517,Zm00001d052206,Zm00001d052212
13518,Zm00001d052206,Zm00001d052227
13519,Zm00001d052206,Zm00001d052252
13520,Zm00001d052206,Zm00001d052218
13521,Zm00001d052208,Zm00001d052219
13522,Zm00001d052208,Zm00001d052227
13523,Zm00001d052208,Zm00001d052211
13524,Zm00001d052212,Zm00001d052219
13525,Zm00001d052212,Zm00001d052225
13526,Zm00001d052213,Zm00001d052219
13527,Zm00001d052213,Zm00001d052227
13528,Zm00001d052213,Zm00001d052229
13529,Zm00001d052213,Zm00001d052240
13531,Zm00001d052215,Zm00001d052218
13532,Zm00001d052216,Zm00001d052219
13533,Zm00001d052219,Zm00001d052239
13534,Zm00001d052221,Zm00001d052229
13535,Zm00001d052221,Zm00001d052232
13536,Zm00001d052223,Zm00001d052253
13537,Zm00001d052225,Zm00001d052239
13538,Zm00001d052225,Zm00001d052227
13539,Zm00001d052225,Zm00001d052232
13540,Zm00001d052227,Zm00001d052229
13541,Zm00001d052227,Zm00001d052240
13542,Zm00001d052227,Zm00001d052245
13543,Zm00001d052227,Zm00001d052254
13544,Zm00001d052227,Zm00001d052264
13545,Zm00001d052227,Zm00001d052269
13546,Zm00001d052227,Zm00001d052273
13547,Zm00001d052229,Zm00001d052230
13548,Zm00001d052229,Zm00001d052232
13549,Zm00001d052229,Zm00001d052240
13550,Zm00001d052232,Zm00001d052240
13551,Zm00001d052232,Zm00001d052273
13552,Zm00001d052232,Zm00001d052282
13553,Zm00001d052235,Zm00001d052252
13554,Zm00001d052235,Zm00001d052237
13555,Zm00001d052235,Zm00001d052239
13556,Zm00001d052237,Zm00001d052239
13557,Zm00001d052240,Zm00001d052271
13558,Zm00001d026953,Zm00001d052245
13559,Zm00001d052242,Zm00001d052243
13560,Zm00001d052242,Zm00001d052244
13561,Zm00001d052243,Zm00001d052244
13562,Zm00001d052243,Zm00001d052245
13563,Zm00001d052245,Zm00001d052349
13564,Zm00001d052245,Zm00001d052282
13565,Zm00001d052247,Zm00001d052252
13566,Zm00001d052247,Zm00001d052273
13567,Zm00001d052247,Zm00001d052294
13568,Zm00001d052247,Zm00001d052248
13569,Zm00001d052248,Zm00001d052282
13570,Zm00001d052248,Zm00001d052252
13571,Zm00001d052252,Zm00001d052372
13572,Zm00001d052252,Zm00001d052525
13573,Zm00001d052253,Zm00001d052273
13574,Zm00001d052253,Zm00001d052334
13575,Zm00001d052253,Zm00001d052364
13576,Zm00001d052254,Zm00001d052255
13577,Zm00001d052254,Zm00001d052259
13578,Zm00001d052254,Zm00001d052261
13579,Zm00001d052256,Zm00001d052259
13580,Zm00001d052256,Zm00001d052261
13581,Zm00001d052259,Zm00001d052261
13582,Zm00001d052259,Zm00001d052263
13583,Zm00001d052261,Zm00001d052264
13585,Zm00001d052264,Zm00001d052379
13586,Zm00001d052264,Zm00001d052282
13587,Zm00001d052268,Zm00001d052269
13588,Zm00001d052269,Zm00001d052270
13589,Zm00001d052270,Zm00001d052271
13591,Zm00001d052273,Zm00001d052335
13592,Zm00001d052273,Zm00001d052495
13593,Zm00001d052273,Zm00001d052282
13594,Zm00001d052277,Zm00001d052282
13595,Zm00001d052282,Zm00001d052295
13596,Zm00001d052285,Zm00001d052294
13597,Zm00001d052285,Zm00001d052307
13598,Zm00001d052286,Zm00001d052295
13599,Zm00001d052286,Zm00001d052303
13605,Zm00001d052292,Zm00001d052294
13606,Zm00001d052292,Zm00001d052299
13607,Zm00001d052294,Zm00001d052295
13608,Zm00001d052295,Zm00001d052297
13609,Zm00001d052295,Zm00001d052306
13610,Zm00001d052299,Zm00001d052323
13611,Zm00001d052298,Zm00001d052308
13612,Zm00001d052298,Zm00001d052306
13613,Zm00001d052301,Zm00001d052302
13614,Zm00001d052303,Zm00001d052306
13615,Zm00001d052306,Zm00001d052317
13616,Zm00001d052307,Zm00001d052323
13617,Zm00001d052307,Zm00001d052308
13618,Zm00001d052312,Zm00001d052314
13619,Zm00001d052312,Zm00001d052317
13620,Zm00001d052314,Zm00001d052316
13621,Zm00001d052318,Zm00001d052322
13622,Zm00001d052323,Zm00001d052354
13623,Zm00001d052323,Zm00001d052411
13624,Zm00001d052325,Zm00001d052333
13625,Zm00001d052327,Zm00001d052354
13626,Zm00001d052327,Zm00001d052331
13627,Zm00001d052333,Zm00001d052364
13628,Zm00001d052334,Zm00001d052392
13629,Zm00001d052339,Zm00001d052348
13630,Zm00001d052339,Zm00001d052343
13631,Zm00001d052344,Zm00001d052348
13632,Zm00001d052346,Zm00001d052348
13633,Zm00001d052348,Zm00001d052364
13634,Zm00001d052354,Zm00001d052357
13635,Zm00001d052354,Zm00001d052364
13636,Zm00001d052358,Zm00001d052361
13637,Zm00001d052364,Zm00001d052380
13638,Zm00001d052364,Zm00001d052494
13639,Zm00001d052366,Zm00001d052402
13640,Zm00001d052367,Zm00001d052368
13641,Zm00001d052372,Zm00001d052390
13643,Zm00001d052372,Zm00001d052379
13644,Zm00001d052372,Zm00001d052385
13645,Zm00001d052373,Zm00001d052375
13646,Zm00001d052376,Zm00001d052385
13647,Zm00001d052376,Zm00001d052379
13648,Zm00001d052376,Zm00001d052380
13649,Zm00001d052376,Zm00001d052389
13650,Zm00001d052379,Zm00001d052380
13651,Zm00001d052379,Zm00001d052384
13652,Zm00001d052379,Zm00001d052386
13654,Zm00001d052382,Zm00001d052384
13655,Zm00001d052385,Zm00001d052389
13656,Zm00001d052392,Zm00001d052393
13657,Zm00001d052402,Zm00001d052525
13661,Zm00001d052407,Zm00001d052411
13662,Zm00001d052411,Zm00001d052416
13663,Zm00001d052411,Zm00001d052418
13664,Zm00001d052411,Zm00001d052423
13665,Zm00001d052411,Zm00001d052413
13666,Zm00001d052416,Zm00001d052434
13667,Zm00001d052416,Zm00001d052418
13668,Zm00001d052416,Zm00001d026962
13669,Zm00001d052418,Zm00001d052423
13670,Zm00001d052418,Zm00001d026962
13671,Zm00001d052423,Zm00001d026962
13672,Zm00001d026962,Zm00001d052434
13673,Zm00001d052431,Zm00001d052434
13674,Zm00001d052434,Zm00001d052435
13675,Zm00001d052435,Zm00001d052446
13676,Zm00001d052439,Zm00001d052445
13677,Zm00001d052439,Zm00001d052451
13678,Zm00001d052439,Zm00001d052442
13679,Zm00001d052445,Zm00001d052622
13680,Zm00001d052446,Zm00001d052451
13681,Zm00001d052446,Zm00001d052457
13682,Zm00001d052446,Zm00001d052463
13683,Zm00001d052445,Zm00001d052449
13684,Zm00001d052451,Zm00001d052519
13685,Zm00001d052451,Zm00001d052525
13686,Zm00001d052453,Zm00001d052464
13687,Zm00001d052453,Zm00001d052457
13688,Zm00001d052453,Zm00001d052494
13689,Zm00001d052453,Zm00001d052523
13690,Zm00001d052458,Zm00001d052463
13691,Zm00001d052463,Zm00001d052473
13692,Zm00001d052464,Zm00001d052471
13693,Zm00001d052468,Zm00001d052471
13694,Zm00001d052473,Zm00001d052493
13695,Zm00001d052476,Zm00001d052483
13696,Zm00001d052476,Zm00001d052493
13697,Zm00001d052480,Zm00001d052523
13698,Zm00001d052481,Zm00001d052483
13699,Zm00001d052481,Zm00001d026964
13700,Zm00001d052488,Zm00001d052495
13701,Zm00001d052488,Zm00001d052493
13702,Zm00001d052492,Zm00001d052493
13703,Zm00001d052493,Zm00001d052525
13704,Zm00001d052493,Zm00001d052945
13705,Zm00001d052494,Zm00001d052495
13706,Zm00001d052494,Zm00001d052519
13707,Zm00001d052494,Zm00001d052622
13708,Zm00001d052495,Zm00001d052519
13709,Zm00001d052495,Zm00001d052525
13710,Zm00001d052512,Zm00001d052518
13711,Zm00001d052519,Zm00001d052523
13712,Zm00001d052525,Zm00001d052620
13713,Zm00001d052525,Zm00001d052661
13714,Zm00001d052525,Zm00001d052530
13715,Zm00001d052530,Zm00001d026965
13716,Zm00001d052532,Zm00001d052534
13717,Zm00001d052532,Zm00001d026965
13718,Zm00001d052533,Zm00001d026965
13719,Zm00001d052541,Zm00001d052543
13720,Zm00001d052556,Zm00001d026967
13721,Zm00001d052556,Zm00001d052565
13722,Zm00001d026967,Zm00001d052565
13723,Zm00001d052570,Zm00001d052572
13724,Zm00001d052578,Zm00001d052580
13725,Zm00001d052581,Zm00001d052584
13726,Zm00001d052585,Zm00001d052587
13727,Zm00001d052585,Zm00001d052590
13728,Zm00001d052587,Zm00001d052590
13729,Zm00001d052590,Zm00001d052592
13730,Zm00001d052591,Zm00001d052592
13731,Zm00001d052591,Zm00001d052595
13732,Zm00001d052592,Zm00001d052594
13733,Zm00001d052592,Zm00001d052595
13734,Zm00001d052593,Zm00001d052595
13735,Zm00001d052595,Zm00001d052598
13736,Zm00001d052603,Zm00001d052604
13737,Zm00001d052611,Zm00001d052614
13738,Zm00001d052611,Zm00001d052620
13739,Zm00001d052614,Zm00001d052616
13740,Zm00001d052614,Zm00001d052620
13741,Zm00001d052615,Zm00001d052618
13742,Zm00001d052615,Zm00001d052620
13743,Zm00001d052622,Zm00001d052695
13744,Zm00001d052622,Zm00001d052703
13745,Zm00001d052622,Zm00001d052748
13746,Zm00001d052622,Zm00001d052624
13747,Zm00001d052622,Zm00001d052628
13748,Zm00001d052622,Zm00001d052632
13749,Zm00001d052622,Zm00001d052656
13750,Zm00001d052622,Zm00001d052630
13751,Zm00001d052624,Zm00001d052627
13752,Zm00001d052624,Zm00001d052630
13753,Zm00001d052627,Zm00001d052630
13754,Zm00001d052635,Zm00001d052695
13755,Zm00001d052651,Zm00001d052661
13756,Zm00001d052651,Zm00001d052653
13757,Zm00001d052656,Zm00001d052662
13758,Zm00001d052656,Zm00001d052657
13759,Zm00001d052660,Zm00001d052662
13760,Zm00001d052660,Zm00001d052666
13761,Zm00001d052662,Zm00001d052666
13762,Zm00001d052669,Zm00001d052681
13763,Zm00001d052669,Zm00001d052690
13764,Zm00001d052669,Zm00001d052725
13765,Zm00001d052673,Zm00001d052675
13766,Zm00001d052675,Zm00001d052695
13767,Zm00001d052676,Zm00001d052680
13768,Zm00001d052678,Zm00001d052695
13769,Zm00001d052680,Zm00001d052697
13770,Zm00001d052682,Zm00001d052683
13771,Zm00001d052682,Zm00001d052695
13772,Zm00001d052682,Zm00001d052690
13773,Zm00001d052690,Zm00001d052695
13774,Zm00001d052692,Zm00001d052695
13775,Zm00001d052695,Zm00001d026977
13776,Zm00001d052695,Zm00001d052753
13777,Zm00001d052695,Zm00001d052874
13778,Zm00001d052695,Zm00001d052741
13779,Zm00001d052695,Zm00001d052700
13780,Zm00001d052695,Zm00001d052702
13781,Zm00001d052695,Zm00001d052725
13782,Zm00001d052696,Zm00001d052709
13783,Zm00001d052696,Zm00001d052816
13784,Zm00001d052696,Zm00001d052697
13785,Zm00001d052697,Zm00001d052700
13786,Zm00001d052698,Zm00001d052700
13787,Zm00001d052700,Zm00001d052723
13788,Zm00001d052701,Zm00001d052702
13789,Zm00001d052701,Zm00001d052719
13790,Zm00001d052703,Zm00001d052709
13791,Zm00001d052703,Zm00001d052719
13792,Zm00001d052716,Zm00001d052751
13793,Zm00001d052717,Zm00001d052719
13794,Zm00001d052719,Zm00001d052721
13795,Zm00001d052719,Zm00001d052723
13796,Zm00001d052720,Zm00001d052721
13797,Zm00001d052721,Zm00001d052725
13798,Zm00001d052721,Zm00001d052723
13799,Zm00001d052721,Zm00001d052734
13800,Zm00001d052723,Zm00001d052725
13801,Zm00001d052723,Zm00001d052734
13802,Zm00001d026977,Zm00001d052777
13803,Zm00001d052725,Zm00001d052742
13804,Zm00001d052726,Zm00001d052732
13805,Zm00001d052726,Zm00001d052734
13806,Zm00001d052734,Zm00001d052753
13807,Zm00001d052736,Zm00001d052738
13808,Zm00001d052736,Zm00001d052741
