Annotation1,Annotation2,ChIN,ID
Zm00001d052035,Zm00001d052041,22,34145
Zm00001d052036,Zm00001d052041,22,34146
Zm00001d052038,Zm00001d052041,22,34147
Zm00001d052037,Zm00001d052041,22,34148
Zm00001d052034,Zm00001d052041,22,34149
Zm00001d052035,Zm00001d052042,22,34150
Zm00001d052036,Zm00001d052042,22,34151
Zm00001d052038,Zm00001d052042,22,34152
Zm00001d052037,Zm00001d052042,22,34153
Zm00001d052034,Zm00001d052042,22,34154
Zm00001d052035,Zm00001d052040,22,34155
Zm00001d052036,Zm00001d052040,22,34156
Zm00001d052038,Zm00001d052040,22,34157
Zm00001d052037,Zm00001d052040,22,34158
Zm00001d052034,Zm00001d052040,22,34159
Zm00001d052039,Zm00001d052041,22,34160
Zm00001d052039,Zm00001d052042,22,34161
Zm00001d052039,Zm00001d052040,22,34162
Zm00001d052043,Zm00001d052044,1,34163
Zm00001d052049,Zm00001d052050,7,34164
Zm00001d052049,Zm00001d052051,7,34165
Zm00001d052053,Zm00001d052054,7,34166
Zm00001d052058,Zm00001d052059,1,34167
Zm00001d052060,Zm00001d052061,6,34168
Zm00001d052060,Zm00001d052062,6,34169
Zm00001d052061,Zm00001d052063,6,34170
Zm00001d052062,Zm00001d052063,6,34171
Zm00001d052061,Zm00001d052064,6,34172
Zm00001d052062,Zm00001d052064,6,34173
Zm00001d052074,Zm00001d052075,1,34174
Zm00001d050265,Zm00001d052077,3,34175
Zm00001d050265,Zm00001d052078,3,34176
Zm00001d052111,Zm00001d052112,2,34177
Zm00001d052118,Zm00001d052120,8,34178
Zm00001d052118,Zm00001d052122,8,34179
Zm00001d052118,Zm00001d052123,8,34180
Zm00001d052120,Zm00001d052124,8,34181
Zm00001d052122,Zm00001d052124,8,34182
Zm00001d052123,Zm00001d052124,8,34183
Zm00001d052120,Zm00001d052125,8,34184
Zm00001d052122,Zm00001d052125,8,34185
Zm00001d052123,Zm00001d052125,8,34186
Zm00001d052124,Zm00001d052130,8,34187
Zm00001d052124,Zm00001d052131,8,34188
Zm00001d052125,Zm00001d052130,8,34189
Zm00001d052125,Zm00001d052131,8,34190
Zm00001d052130,Zm00001d052133,8,34191
Zm00001d052131,Zm00001d052133,8,34192
Zm00001d052135,Zm00001d052138,2,34193
Zm00001d052136,Zm00001d052138,2,34194
Zm00001d052135,Zm00001d052137,2,34195
Zm00001d052136,Zm00001d052137,2,34196
Zm00001d052135,Zm00001d052138,2,34197
Zm00001d052136,Zm00001d052138,2,34198
Zm00001d052139,Zm00001d052143,1,34199
Zm00001d052149,Zm00001d052152,5,34200
Zm00001d052153,Zm00001d052154,3,34201
Zm00001d052154,Zm00001d052157,3,34202
Zm00001d052157,Zm00001d052162,3,34203
Zm00001d049465,Zm00001d052170,5,34204
Zm00001d049464,Zm00001d052170,5,34205
Zm00001d052152,Zm00001d052170,5,34206
Zm00001d052168,Zm00001d052170,5,34207
Zm00001d052188,Zm00001d052189,4,34208
Zm00001d052192,Zm00001d052193,5,34209
Zm00001d052192,Zm00001d052194,5,34210
Zm00001d052193,Zm00001d052197,5,34211
Zm00001d052194,Zm00001d052197,5,34212
Zm00001d052198,Zm00001d052200,1,34213
Zm00001d052202,Zm00001d052208,6,34214
Zm00001d052203,Zm00001d052208,6,34215
Zm00001d052205,Zm00001d052208,6,34216
Zm00001d052206,Zm00001d052208,6,34217
Zm00001d052203,Zm00001d052209,6,34218
Zm00001d052205,Zm00001d052209,6,34219
Zm00001d052206,Zm00001d052209,6,34220
Zm00001d052208,Zm00001d052209,6,34221
Zm00001d052213,Zm00001d052215,3,34222
Zm00001d052213,Zm00001d052218,3,34223
Zm00001d052215,Zm00001d052218,3,34224
Zm00001d052224,Zm00001d052226,1,34225
Zm00001d052225,Zm00001d052226,1,34226
Zm00001d052230,Zm00001d052231,5,34227
Zm00001d052230,Zm00001d052232,5,34228
Zm00001d052230,Zm00001d052233,5,34229
Zm00001d052231,Zm00001d052234,5,34230
Zm00001d052232,Zm00001d052234,5,34231
Zm00001d052233,Zm00001d052234,5,34232
Zm00001d052231,Zm00001d052235,5,34233
Zm00001d052232,Zm00001d052235,5,34234
Zm00001d052233,Zm00001d052235,5,34235
Zm00001d052234,Zm00001d052237,5,34236
Zm00001d052235,Zm00001d052237,5,34237
Zm00001d052249,Zm00001d052252,7,34238
Zm00001d052248,Zm00001d052252,7,34239
Zm00001d052249,Zm00001d052254,7,34240
Zm00001d052248,Zm00001d052254,7,34241
Zm00001d052249,Zm00001d052253,7,34242
Zm00001d052248,Zm00001d052253,7,34243
Zm00001d052252,Zm00001d052254,7,34244
Zm00001d052252,Zm00001d052253,7,34245
Zm00001d052254,Zm00001d052256,7,34246
Zm00001d052253,Zm00001d052256,7,34247
Zm00001d052264,Zm00001d052266,1,34248
Zm00001d052286,Zm00001d052288,7,34249
Zm00001d052286,Zm00001d052289,7,34250
Zm00001d052286,Zm00001d052288,7,34251
Zm00001d052286,Zm00001d052289,7,34252
Zm00001d051898,Zm00001d052292,7,34253
Zm00001d052288,Zm00001d052292,7,34254
Zm00001d052289,Zm00001d052292,7,34255
Zm00001d052298,Zm00001d052301,1,34256
Zm00001d049192,Zm00001d052318,13,34257
Zm00001d049192,Zm00001d052317,13,34258
Zm00001d052318,Zm00001d052320,13,34259
Zm00001d052317,Zm00001d052320,13,34260
Zm00001d052318,Zm00001d052321,13,34261
Zm00001d052317,Zm00001d052321,13,34262
Zm00001d052318,Zm00001d052322,13,34263
Zm00001d052317,Zm00001d052322,13,34264
Zm00001d052320,Zm00001d052321,13,34265
Zm00001d052320,Zm00001d052322,13,34266
Zm00001d052318,Zm00001d052322,13,34267
Zm00001d052317,Zm00001d052322,13,34268
Zm00001d052318,Zm00001d052323,13,34269
Zm00001d052317,Zm00001d052323,13,34270
Zm00001d052322,Zm00001d052324,13,34271
Zm00001d052323,Zm00001d052324,13,34272
Zm00001d052322,Zm00001d052325,13,34273
Zm00001d052323,Zm00001d052325,13,34274
Zm00001d052322,Zm00001d052326,13,34275
Zm00001d052323,Zm00001d052326,13,34276
Zm00001d052340,Zm00001d052341,2,34277
Zm00001d052340,Zm00001d052342,2,34278
Zm00001d052340,Zm00001d052343,2,34279
Zm00001d052346,Zm00001d052348,1,34280
Zm00001d052361,Zm00001d052363,5,34281
Zm00001d052361,Zm00001d052362,5,34282
Zm00001d052361,Zm00001d052365,5,34283
Zm00001d052361,Zm00001d052366,5,34284
Zm00001d052361,Zm00001d052364,5,34285
Zm00001d052363,Zm00001d052367,5,34286
Zm00001d052362,Zm00001d052367,5,34287
Zm00001d052365,Zm00001d052367,5,34288
Zm00001d052366,Zm00001d052367,5,34289
Zm00001d052364,Zm00001d052367,5,34290
Zm00001d052367,Zm00001d052368,5,34291
Zm00001d052376,Zm00001d052379,1,34292
Zm00001d052376,Zm00001d052378,1,34293
Zm00001d052385,Zm00001d052387,4,34294
Zm00001d052389,Zm00001d052391,4,34295
Zm00001d052399,Zm00001d052401,12,34296
Zm00001d052399,Zm00001d052402,12,34297
Zm00001d052401,Zm00001d052405,12,34298
Zm00001d052402,Zm00001d052405,12,34299
Zm00001d052405,Zm00001d052409,12,34300
Zm00001d052405,Zm00001d052411,12,34301
Zm00001d052405,Zm00001d052410,12,34302
Zm00001d052407,Zm00001d052409,12,34303
Zm00001d052407,Zm00001d052411,12,34304
Zm00001d052407,Zm00001d052410,12,34305
Zm00001d052409,Zm00001d052415,12,34306
Zm00001d052411,Zm00001d052415,12,34307
Zm00001d052410,Zm00001d052415,12,34308
Zm00001d052409,Zm00001d052416,12,34309
Zm00001d052411,Zm00001d052416,12,34310
Zm00001d052410,Zm00001d052416,12,34311
Zm00001d052415,Zm00001d052418,12,34312
Zm00001d052416,Zm00001d052418,12,34313
Zm00001d052418,Zm00001d052419,12,34314
Zm00001d052418,Zm00001d052420,12,34315
Zm00001d052422,Zm00001d052424,1,34316
Zm00001d052423,Zm00001d052424,1,34317
Zm00001d052449,Zm00001d052450,4,34318
Zm00001d052449,Zm00001d052451,4,34319
Zm00001d052449,Zm00001d052452,4,34320
Zm00001d052449,Zm00001d052453,4,34321
Zm00001d052457,Zm00001d052461,3,34322
Zm00001d052457,Zm00001d052462,3,34323
Zm00001d052457,Zm00001d052463,3,34324
Zm00001d052457,Zm00001d052464,3,34325
Zm00001d052458,Zm00001d052461,3,34326
Zm00001d052458,Zm00001d052462,3,34327
Zm00001d052458,Zm00001d052463,3,34328
Zm00001d052458,Zm00001d052464,3,34329
Zm00001d052473,Zm00001d052475,3,34330
Zm00001d052475,Zm00001d052478,3,34331
Zm00001d052475,Zm00001d052482,3,34332
Zm00001d052485,Zm00001d052488,1,34333
Zm00001d052489,Zm00001d052493,2,34334
Zm00001d052492,Zm00001d052493,2,34335
Zm00001d052035,Zm00001d052523,22,34336
Zm00001d052036,Zm00001d052523,22,34337
Zm00001d052038,Zm00001d052523,22,34338
Zm00001d052037,Zm00001d052523,22,34339
Zm00001d052034,Zm00001d052523,22,34340
Zm00001d052520,Zm00001d052523,22,34341
Zm00001d052519,Zm00001d052525,1,34342
Zm00001d052449,Zm00001d052543,4,34343
Zm00001d052618,Zm00001d052620,1,34344
Zm00001d048923,Zm00001d052625,4,34345
Zm00001d048924,Zm00001d052625,4,34346
Zm00001d052625,Zm00001d052627,4,34347
Zm00001d052638,Zm00001d052640,13,34348
Zm00001d052639,Zm00001d052640,13,34349
Zm00001d052640,Zm00001d052651,13,34350
Zm00001d052647,Zm00001d052651,13,34351
Zm00001d052653,Zm00001d052654,13,34352
Zm00001d052653,Zm00001d052655,13,34353
Zm00001d052660,Zm00001d052662,1,34354
Zm00001d052695,Zm00001d052697,3,34355
Zm00001d052696,Zm00001d052697,3,34356
Zm00001d052701,Zm00001d052702,4,34357
Zm00001d052701,Zm00001d052703,4,34358
Zm00001d052702,Zm00001d052703,4,34359
Zm00001d052721,Zm00001d052725,2,34360
Zm00001d052723,Zm00001d052725,2,34361
Zm00001d052727,Zm00001d052731,13,34362
Zm00001d052727,Zm00001d052732,13,34363
Zm00001d052731,Zm00001d052732,13,34364
Zm00001d052731,Zm00001d052734,13,34365
Zm00001d052731,Zm00001d052733,13,34366
Zm00001d052732,Zm00001d052734,13,34367
Zm00001d052732,Zm00001d052733,13,34368
Zm00001d052734,Zm00001d052735,13,34369
Zm00001d052733,Zm00001d052735,13,34370
Zm00001d052734,Zm00001d052736,13,34371
Zm00001d052733,Zm00001d052736,13,34372
Zm00001d052736,Zm00001d052738,13,34373
Zm00001d052738,Zm00001d052741,13,34374
Zm00001d052736,Zm00001d052742,13,34375
Zm00001d052738,Zm00001d052742,13,34376
Zm00001d052741,Zm00001d052743,13,34377
Zm00001d052741,Zm00001d052744,13,34378
Zm00001d052745,Zm00001d052748,2,34379
Zm00001d052746,Zm00001d052748,2,34380
Zm00001d052747,Zm00001d052748,2,34381
Zm00001d052748,Zm00001d052749,2,34382
Zm00001d052748,Zm00001d052750,2,34383
Zm00001d052751,Zm00001d052752,8,34384
Zm00001d052751,Zm00001d052753,8,34385
Zm00001d050234,Zm00001d052756,8,34386
Zm00001d050235,Zm00001d052756,8,34387
Zm00001d050234,Zm00001d052757,8,34388
Zm00001d050235,Zm00001d052757,8,34389
Zm00001d050234,Zm00001d052758,8,34390
Zm00001d050235,Zm00001d052758,8,34391
Zm00001d052752,Zm00001d052756,8,34392
Zm00001d052753,Zm00001d052756,8,34393
Zm00001d052752,Zm00001d052757,8,34394
Zm00001d052753,Zm00001d052757,8,34395
Zm00001d052752,Zm00001d052758,8,34396
Zm00001d052753,Zm00001d052758,8,34397
Zm00001d052756,Zm00001d052760,8,34398
Zm00001d052757,Zm00001d052760,8,34399
Zm00001d052758,Zm00001d052760,8,34400
Zm00001d052756,Zm00001d052765,8,34401
Zm00001d052757,Zm00001d052765,8,34402
Zm00001d052758,Zm00001d052765,8,34403
Zm00001d052756,Zm00001d052766,8,34404
Zm00001d052757,Zm00001d052766,8,34405
Zm00001d052758,Zm00001d052766,8,34406
Zm00001d052756,Zm00001d052767,8,34407
Zm00001d052757,Zm00001d052767,8,34408
Zm00001d052758,Zm00001d052767,8,34409
Zm00001d052756,Zm00001d052768,8,34410
Zm00001d052757,Zm00001d052768,8,34411
Zm00001d052758,Zm00001d052768,8,34412
Zm00001d052763,Zm00001d052765,8,34413
Zm00001d052763,Zm00001d052766,8,34414
Zm00001d052763,Zm00001d052767,8,34415
Zm00001d052763,Zm00001d052768,8,34416
Zm00001d052775,Zm00001d052776,3,34417
Zm00001d052776,Zm00001d052779,3,34418
Zm00001d052779,Zm00001d052781,3,34419
Zm00001d052786,Zm00001d052788,1,34420
Zm00001d052792,Zm00001d052793,1,34421
Zm00001d052794,Zm00001d052796,6,34422
Zm00001d052795,Zm00001d052796,6,34423
Zm00001d052798,Zm00001d052801,6,34424
Zm00001d052799,Zm00001d052801,6,34425
Zm00001d052798,Zm00001d052800,6,34426
Zm00001d052799,Zm00001d052800,6,34427
Zm00001d052803,Zm00001d052806,23,34428
Zm00001d052804,Zm00001d052806,23,34429
Zm00001d052803,Zm00001d052809,23,34430
Zm00001d052804,Zm00001d052809,23,34431
Zm00001d052803,Zm00001d052811,23,34432
Zm00001d052804,Zm00001d052811,23,34433
Zm00001d052803,Zm00001d052810,23,34434
Zm00001d052804,Zm00001d052810,23,34435
Zm00001d052809,Zm00001d052813,23,34436
Zm00001d052811,Zm00001d052813,23,34437
Zm00001d052810,Zm00001d052813,23,34438
Zm00001d052813,Zm00001d052816,23,34439
Zm00001d052813,Zm00001d052815,23,34440
Zm00001d048644,Zm00001d052817,23,34441
Zm00001d052816,Zm00001d052817,23,34442
Zm00001d052815,Zm00001d052817,23,34443
Zm00001d052816,Zm00001d052820,23,34444
Zm00001d052815,Zm00001d052820,23,34445
Zm00001d052835,Zm00001d052837,14,34446
Zm00001d052837,Zm00001d052838,14,34447
Zm00001d052837,Zm00001d052839,14,34448
Zm00001d052838,Zm00001d052840,14,34449
Zm00001d052839,Zm00001d052840,14,34450
Zm00001d052835,Zm00001d052841,14,34451
Zm00001d052835,Zm00001d052842,14,34452
Zm00001d052837,Zm00001d052841,14,34453
Zm00001d052837,Zm00001d052842,14,34454
Zm00001d052838,Zm00001d052841,14,34455
Zm00001d052839,Zm00001d052841,14,34456
Zm00001d052838,Zm00001d052842,14,34457
Zm00001d052839,Zm00001d052842,14,34458
Zm00001d052837,Zm00001d052842,14,34459
Zm00001d052837,Zm00001d052843,14,34460
Zm00001d052841,Zm00001d052845,14,34461
Zm00001d052842,Zm00001d052845,14,34462
Zm00001d052842,Zm00001d052845,14,34463
Zm00001d052843,Zm00001d052845,14,34464
Zm00001d052841,Zm00001d052847,14,34465
Zm00001d052842,Zm00001d052847,14,34466
Zm00001d052845,Zm00001d052847,14,34467
Zm00001d052845,Zm00001d052848,14,34468
Zm00001d052847,Zm00001d052848,14,34469
Zm00001d052852,Zm00001d052855,9,34470
Zm00001d052853,Zm00001d052855,9,34471
Zm00001d052854,Zm00001d052855,9,34472
Zm00001d052852,Zm00001d052856,9,34473
Zm00001d052853,Zm00001d052856,9,34474
Zm00001d052854,Zm00001d052856,9,34475
Zm00001d052855,Zm00001d052859,9,34476
Zm00001d052856,Zm00001d052859,9,34477
Zm00001d052859,Zm00001d052864,9,34478
Zm00001d052859,Zm00001d052865,9,34479
Zm00001d052859,Zm00001d052872,9,34480
Zm00001d052859,Zm00001d052873,9,34481
Zm00001d052859,Zm00001d052874,9,34482
Zm00001d052864,Zm00001d052872,9,34483
Zm00001d052865,Zm00001d052872,9,34484
Zm00001d052864,Zm00001d052873,9,34485
Zm00001d052865,Zm00001d052873,9,34486
Zm00001d052864,Zm00001d052874,9,34487
Zm00001d052865,Zm00001d052874,9,34488
Zm00001d052855,Zm00001d052876,9,34489
Zm00001d052856,Zm00001d052876,9,34490
Zm00001d052855,Zm00001d052875,9,34491
Zm00001d052856,Zm00001d052875,9,34492
Zm00001d052885,Zm00001d052888,2,34493
Zm00001d052886,Zm00001d052888,2,34494
Zm00001d052889,Zm00001d052890,5,34495
Zm00001d052893,Zm00001d052899,5,34496
Zm00001d052893,Zm00001d052898,5,34497
Zm00001d052899,Zm00001d052901,5,34498
Zm00001d052898,Zm00001d052901,5,34499
Zm00001d052901,Zm00001d052903,5,34500
Zm00001d052903,Zm00001d052904,5,34501
Zm00001d052905,Zm00001d052906,5,34502
Zm00001d052909,Zm00001d052910,1,34503
Zm00001d052916,Zm00001d052917,1,34504
Zm00001d052928,Zm00001d052929,13,34505
Zm00001d052928,Zm00001d052930,13,34506
Zm00001d052929,Zm00001d052932,13,34507
Zm00001d052930,Zm00001d052932,13,34508
Zm00001d052929,Zm00001d052933,13,34509
Zm00001d052930,Zm00001d052933,13,34510
Zm00001d052929,Zm00001d052934,13,34511
Zm00001d052930,Zm00001d052934,13,34512
Zm00001d052932,Zm00001d052937,13,34513
Zm00001d052933,Zm00001d052937,13,34514
Zm00001d052934,Zm00001d052937,13,34515
Zm00001d052932,Zm00001d052938,13,34516
Zm00001d052933,Zm00001d052938,13,34517
Zm00001d052934,Zm00001d052938,13,34518
Zm00001d052935,Zm00001d052937,13,34519
Zm00001d052935,Zm00001d052938,13,34520
Zm00001d052937,Zm00001d052939,13,34521
Zm00001d052938,Zm00001d052939,13,34522
Zm00001d052939,Zm00001d052941,13,34523
Zm00001d052940,Zm00001d052941,13,34524
Zm00001d052946,Zm00001d052947,2,34525
Zm00001d052945,Zm00001d052947,2,34526
Zm00001d052947,Zm00001d052948,2,34527
Zm00001d052951,Zm00001d052961,32,34528
Zm00001d052952,Zm00001d052961,32,34529
Zm00001d052953,Zm00001d052961,32,34530
Zm00001d052961,Zm00001d052962,32,34531
Zm00001d052961,Zm00001d052963,32,34532
Zm00001d052961,Zm00001d052964,32,34533
Zm00001d052962,Zm00001d052963,32,34534
Zm00001d052962,Zm00001d052964,32,34535
Zm00001d052962,Zm00001d052967,32,34536
Zm00001d052963,Zm00001d052967,32,34537
Zm00001d052964,Zm00001d052967,32,34538
Zm00001d052963,Zm00001d052971,32,34539
Zm00001d052964,Zm00001d052971,32,34540
Zm00001d052971,Zm00001d052974,32,34541
Zm00001d052974,Zm00001d052977,32,34542
Zm00001d052977,Zm00001d052978,32,34543
Zm00001d052985,Zm00001d052987,32,34544
Zm00001d052986,Zm00001d052987,32,34545
Zm00001d052988,Zm00001d052989,1,34546
Zm00001d049202,Zm00001d052990,32,34547
Zm00001d052987,Zm00001d052990,32,34548
Zm00001d052990,Zm00001d052992,32,34549
Zm00001d052999,Zm00001d053001,1,34550
Zm00001d053006,Zm00001d053008,1,34551
Zm00001d053009,Zm00001d053011,5,34552
Zm00001d053010,Zm00001d053011,5,34553
Zm00001d052683,Zm00001d053016,1,34554
Zm00001d053028,Zm00001d053036,1,34555
Zm00001d053038,Zm00001d053040,1,34556
Zm00001d053038,Zm00001d053041,1,34557
Zm00001d053046,Zm00001d053049,8,34558
Zm00001d053047,Zm00001d053049,8,34559
Zm00001d053046,Zm00001d053050,8,34560
Zm00001d053047,Zm00001d053050,8,34561
Zm00001d053049,Zm00001d053055,8,34562
Zm00001d053050,Zm00001d053055,8,34563
Zm00001d053063,Zm00001d053065,2,34564
Zm00001d053080,Zm00001d053082,64,34565
Zm00001d053080,Zm00001d053086,64,34566
Zm00001d053080,Zm00001d053087,64,34567
Zm00001d053090,Zm00001d053091,4,34568
Zm00001d053091,Zm00001d053093,4,34569
Zm00001d053101,Zm00001d053102,38,34570
Zm00001d053101,Zm00001d053104,38,34571
Zm00001d053103,Zm00001d053104,38,34572
Zm00001d053104,Zm00001d053109,38,34573
Zm00001d053107,Zm00001d053109,38,34574
Zm00001d053109,Zm00001d053118,38,34575
Zm00001d053109,Zm00001d053119,38,34576
Zm00001d053117,Zm00001d053118,38,34577
Zm00001d053117,Zm00001d053119,38,34578
Zm00001d049159,Zm00001d053120,38,34579
Zm00001d053118,Zm00001d053120,38,34580
Zm00001d053119,Zm00001d053120,38,34581
Zm00001d053118,Zm00001d053122,38,34582
Zm00001d053119,Zm00001d053122,38,34583
Zm00001d053118,Zm00001d053123,38,34584
Zm00001d053119,Zm00001d053123,38,34585
Zm00001d053118,Zm00001d053124,38,34586
Zm00001d053119,Zm00001d053124,38,34587
Zm00001d053120,Zm00001d053122,38,34588
Zm00001d053120,Zm00001d053123,38,34589
Zm00001d053120,Zm00001d053124,38,34590
Zm00001d053122,Zm00001d053127,38,34591
Zm00001d053123,Zm00001d053127,38,34592
Zm00001d053124,Zm00001d053127,38,34593
Zm00001d053143,Zm00001d053144,1,34594
Zm00001d053146,Zm00001d053149,6,34595
Zm00001d053146,Zm00001d053150,6,34596
Zm00001d053146,Zm00001d053151,6,34597
Zm00001d053149,Zm00001d053150,6,34598
Zm00001d053149,Zm00001d053151,6,34599
Zm00001d049081,Zm00001d053171,1,34600
Zm00001d053173,Zm00001d053175,8,34601
Zm00001d053175,Zm00001d053177,8,34602
Zm00001d053177,Zm00001d053178,8,34603
Zm00001d053177,Zm00001d053179,8,34604
Zm00001d053177,Zm00001d053181,8,34605
Zm00001d053177,Zm00001d053182,8,34606
Zm00001d053179,Zm00001d053181,8,34607
Zm00001d053179,Zm00001d053182,8,34608
Zm00001d053188,Zm00001d053192,16,34609
Zm00001d053189,Zm00001d053192,16,34610
Zm00001d053188,Zm00001d053195,16,34611
Zm00001d053189,Zm00001d053195,16,34612
Zm00001d053192,Zm00001d053195,16,34613
Zm00001d053195,Zm00001d053196,16,34614
Zm00001d050723,Zm00001d053197,16,34615
Zm00001d053197,Zm00001d053200,16,34616
Zm00001d053195,Zm00001d053202,16,34617
Zm00001d049561,Zm00001d053208,8,34618
Zm00001d049563,Zm00001d053208,8,34619
Zm00001d049564,Zm00001d053208,8,34620
Zm00001d053210,Zm00001d053211,10,34621
Zm00001d053211,Zm00001d053212,10,34622
Zm00001d053211,Zm00001d053213,10,34623
Zm00001d053212,Zm00001d053214,10,34624
Zm00001d053213,Zm00001d053214,10,34625
Zm00001d053211,Zm00001d053215,10,34626
Zm00001d053212,Zm00001d053215,10,34627
Zm00001d053213,Zm00001d053215,10,34628
Zm00001d053216,Zm00001d053217,10,34629
Zm00001d051012,Zm00001d053220,1,34630
Zm00001d053225,Zm00001d053227,4,34631
Zm00001d053225,Zm00001d053228,4,34632
Zm00001d053228,Zm00001d053230,4,34633
Zm00001d053239,Zm00001d053244,1,34634
Zm00001d053259,Zm00001d053260,10,34635
Zm00001d053259,Zm00001d053261,10,34636
Zm00001d053260,Zm00001d053262,10,34637
Zm00001d053261,Zm00001d053262,10,34638
Zm00001d053268,Zm00001d053269,2,34639
Zm00001d053269,Zm00001d053273,2,34640
Zm00001d053280,Zm00001d053282,2,34641
Zm00001d053281,Zm00001d053282,2,34642
Zm00001d053288,Zm00001d053290,1,34643
Zm00001d053289,Zm00001d053290,1,34644
Zm00001d053348,Zm00001d053349,14,34645
Zm00001d053349,Zm00001d053352,14,34646
Zm00001d053349,Zm00001d053351,14,34647
Zm00001d053352,Zm00001d053356,14,34648
Zm00001d053351,Zm00001d053356,14,34649
Zm00001d053367,Zm00001d053369,2,34650
Zm00001d053368,Zm00001d053369,2,34651
Zm00001d053374,Zm00001d053375,28,34652
Zm00001d053375,Zm00001d053376,28,34653
Zm00001d053376,Zm00001d053377,28,34654
Zm00001d053376,Zm00001d053378,28,34655
Zm00001d053377,Zm00001d053378,28,34656
Zm00001d053352,Zm00001d053382,14,34657
Zm00001d053351,Zm00001d053382,14,34658
Zm00001d053394,Zm00001d053395,9,34659
Zm00001d053393,Zm00001d053396,9,34660
Zm00001d053394,Zm00001d053396,9,34661
Zm00001d053395,Zm00001d053396,9,34662
Zm00001d053401,Zm00001d053404,2,34663
Zm00001d053424,Zm00001d053425,20,34664
Zm00001d053425,Zm00001d053427,20,34665
Zm00001d053438,Zm00001d053442,20,34666
Zm00001d053447,Zm00001d053448,20,34667
Zm00001d053446,Zm00001d053448,20,34668
Zm00001d053448,Zm00001d053450,20,34669
Zm00001d053448,Zm00001d053451,20,34670
Zm00001d053450,Zm00001d053452,20,34671
Zm00001d053451,Zm00001d053452,20,34672
Zm00001d053448,Zm00001d053453,20,34673
Zm00001d053544,Zm00001d053547,5,34674
Zm00001d053545,Zm00001d053547,5,34675
Zm00001d053547,Zm00001d053548,5,34676
Zm00001d053553,Zm00001d053554,1,34677
Zm00001d053569,Zm00001d053572,1,34678
Zm00001d053576,Zm00001d053578,8,34679
Zm00001d053576,Zm00001d053579,8,34680
Zm00001d053578,Zm00001d053579,8,34681
Zm00001d053585,Zm00001d053587,8,34682
Zm00001d053585,Zm00001d053588,8,34683
Zm00001d053586,Zm00001d053588,8,34684
Zm00001d053593,Zm00001d053594,7,34685
Zm00001d053595,Zm00001d053603,2,34686
Zm00001d053607,Zm00001d053608,2,34687
Zm00001d053608,Zm00001d053609,2,34688
Zm00001d053610,Zm00001d053612,7,34689
Zm00001d053611,Zm00001d053612,7,34690
Zm00001d053612,Zm00001d053616,7,34691
Zm00001d053613,Zm00001d053616,7,34692
Zm00001d053620,Zm00001d053622,11,34693
Zm00001d053622,Zm00001d053623,11,34694
Zm00001d053622,Zm00001d053624,11,34695
Zm00001d053622,Zm00001d053623,11,34696
Zm00001d053625,Zm00001d053626,11,34697
Zm00001d053640,Zm00001d053641,2,34698
Zm00001d053641,Zm00001d053643,2,34699
Zm00001d053641,Zm00001d053644,2,34700
Zm00001d053648,Zm00001d053649,1,34701
Zm00001d053650,Zm00001d053654,2,34702
Zm00001d053650,Zm00001d053652,2,34703
Zm00001d053654,Zm00001d053656,2,34704
Zm00001d053652,Zm00001d053656,2,34705
Zm00001d053654,Zm00001d053655,2,34706
Zm00001d053652,Zm00001d053655,2,34707
Zm00001d053659,Zm00001d053662,3,34708
Zm00001d053660,Zm00001d053662,3,34709
Zm00001d053659,Zm00001d053663,3,34710
Zm00001d053660,Zm00001d053663,3,34711
Zm00001d053665,Zm00001d053671,6,34712
Zm00001d053665,Zm00001d053672,6,34713
Zm00001d053682,Zm00001d053684,2,34714
Zm00001d053685,Zm00001d053686,2,34715
Zm00001d053694,Zm00001d053696,36,34716
Zm00001d053695,Zm00001d053696,36,34717
Zm00001d053696,Zm00001d053697,36,34718
Zm00001d053697,Zm00001d053698,36,34719
Zm00001d053698,Zm00001d053699,36,34720
Zm00001d053698,Zm00001d053700,36,34721
Zm00001d053699,Zm00001d053701,36,34722
Zm00001d053700,Zm00001d053701,36,34723
Zm00001d053699,Zm00001d053702,36,34724
Zm00001d053700,Zm00001d053702,36,34725
Zm00001d053699,Zm00001d053702,36,34726
Zm00001d053700,Zm00001d053702,36,34727
Zm00001d053699,Zm00001d053703,36,34728
Zm00001d053700,Zm00001d053703,36,34729
Zm00001d053699,Zm00001d053704,36,34730
Zm00001d053700,Zm00001d053704,36,34731
Zm00001d053699,Zm00001d053705,36,34732
Zm00001d053700,Zm00001d053705,36,34733
Zm00001d053702,Zm00001d053703,36,34734
Zm00001d053702,Zm00001d053704,36,34735
Zm00001d053702,Zm00001d053705,36,34736
Zm00001d053703,Zm00001d053706,36,34737
Zm00001d053704,Zm00001d053706,36,34738
Zm00001d053705,Zm00001d053706,36,34739
Zm00001d053706,Zm00001d053707,36,34740
Zm00001d053707,Zm00001d053710,36,34741
Zm00001d053707,Zm00001d053709,36,34742
Zm00001d053707,Zm00001d053716,36,34743
Zm00001d053707,Zm00001d053715,36,34744
Zm00001d053709,Zm00001d053716,36,34745
Zm00001d053709,Zm00001d053715,36,34746
Zm00001d053714,Zm00001d053716,36,34747
Zm00001d053713,Zm00001d053716,36,34748
Zm00001d053714,Zm00001d053715,36,34749
Zm00001d053713,Zm00001d053715,36,34750
Zm00001d053718,Zm00001d053724,36,34751
